Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Aligning Declarations and&#xa0;Practices: Evaluating Privacy Policy Consistency with&#xa0;App Permissions Using Generative AI,Service-Oriented Computing – ICSOC 2024 Workshops,,,,10.1007/978-981-96-7238-7_18,Trung Mai DucBao Tran QuocKhanh Vo HongTrinh Phung DangKhoa Tran DangLoc Van Cao PhuTrinh Duc ThongTriet Nguyen MinhHieu Doan Minh,2026,https://link.springer.com/chapter/10.1007/978-981-96-7238-7_18,Conference paper
What’s Next?,Introducing Microsoft Quantum Computing for Developers,,,,10.1007/978-1-4842-7246-6_12,Johnny Hooyberghs,2022,https://link.springer.com/chapter/10.1007/978-1-4842-7246-6_12,Chapter
Malware Detection Method Based on&#xa0;Visualization,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-981-97-0811-6_15,Nannan XieHaoxiang LiangLinyang MuChuanxue Zhang,2024,https://link.springer.com/chapter/10.1007/978-981-97-0811-6_15,Conference paper
Mind the Scraps: Attacking Blockchain Based on Selfdestruct,Information Security and Privacy,,,,10.1007/978-3-030-90567-5_23,Wei-Yang ChiuWeizhi Meng,2021,https://link.springer.com/chapter/10.1007/978-3-030-90567-5_23,Conference paper
On the Characteristics of Symbolic Execution in the Problem of Assessing the Quality of Obfuscating Transformations,Automatic Control and Computer Sciences,,,,10.3103/S014641162207001X,P. D. BorisovY. V. Kosolapov,2022,https://link.springer.com/article/10.3103/S014641162207001X,Article
Introduction of Android Malware Detection,Android Malware Detection and Adversarial Methods,,,,10.1007/978-981-97-1459-9_1,Weina NiuXiaosong ZhangRan YanJiacheng Gong,2024,https://link.springer.com/chapter/10.1007/978-981-97-1459-9_1,Chapter
ARdetector: android ransomware detection framework,The Journal of Supercomputing,,,,10.1007/s11227-023-05741-y,Dan LiWenbo ShiNing LuSang-Su LeeSokjoon Lee,2023,https://link.springer.com/article/10.1007/s11227-023-05741-y,Article
APKOWL: An Automatic Approach to Enhance the Malware Detection,Mobile Networks and Applications,,,,10.1007/s11036-023-02159-x,Doaa AboshadyNaglaa E. GhannamEman K. ElsayedL. S. Diab,2023,https://link.springer.com/article/10.1007/s11036-023-02159-x,Article
A large-scale exploratory study on the proxy pattern in Ethereum,Empirical Software Engineering,,,,10.1007/s10664-024-10485-1,Amir M. EbrahimiBram AdamsGustavo A. OlivaAhmed E. Hassan,2024,https://link.springer.com/article/10.1007/s10664-024-10485-1,Article
AKdroid: Deep Learning Based-Android Malware Classification Using Markov Images and&#xa0;Text Messages,"Information Security, Privacy and Digital Forensics",,,,10.1007/978-981-95-2196-8_31,Kumar SondarvaAdarsh KumarBhavesh N. GohilDevesh C. JinwalaSankita J. Patel,2026,https://link.springer.com/chapter/10.1007/978-981-95-2196-8_31,Conference paper
A Multimedia Pipeline for&#xa0;Interactive Game Archaeology on&#xa0;the&#xa0;Example of&#xa0;Wolfenstein 3D in&#xa0;Godot Engine,MultiMedia Modeling,,,,10.1007/978-981-95-6963-2_13,Berenika Nawoja Kostka de SztembergPatryk Żywica,2026,https://link.springer.com/chapter/10.1007/978-981-95-6963-2_13,Conference paper
DL4SC: a novel deep learning-based vulnerability detection framework for smart contracts,Automated Software Engineering,,,,10.1007/s10515-024-00418-z,Yang LiuChao WangYan Ma,2024,https://link.springer.com/article/10.1007/s10515-024-00418-z,Article
Energy Consumption-Based Profiling of Android Apps,Mobile Application Development: Practice and Experience,,,,10.1007/978-981-19-6893-8_3,Jagannath SinghArpan Maity,2023,https://link.springer.com/chapter/10.1007/978-981-19-6893-8_3,Chapter
Multimodal Learning with&#xa0;LLM-Fusion Head for&#xa0;Android Malware Detection: Enhancing Cross-Modality Robustness Against Obfuscation and&#xa0;Adversarial Samples,Network and System Security,,,,10.1007/978-981-95-6419-4_11,Luong Hoang MinhDuong The DatBui Tan Hai DangLe Duc ThinhDoan Minh TrungPhan The Duy,2026,https://link.springer.com/chapter/10.1007/978-981-95-6419-4_11,Conference paper
PayScan: Detection and Security Analysis of Payment Libraries in Android Apps,International Journal of Information Security,,,,10.1007/s10207-025-01105-0,Fadi MohsenManar AlohalyUsman RaufDominic TherattilLoran Oosterhaven,2025,https://link.springer.com/article/10.1007/s10207-025-01105-0,Article
Proving LTL Properties of Bitvector Programs and Decompiled Binaries,Programming Languages and Systems,,,,10.1007/978-3-030-89051-3_16,Yuandong Cyrus LiuChengbin PangDaniel DietschEric KoskinenTon-Chanh LeGeorgios PortokalidisJun Xu,2021,https://link.springer.com/chapter/10.1007/978-3-030-89051-3_16,Conference paper
Anakin: explainable android malware detection with graph neural networks,Cybersecurity,,,,10.1186/s42400-026-00552-z,Giuseppina AndresiniAnnalisa AppiceVincenzo BelvedereGiuseppe FiameniDonato Malerba,2026,https://link.springer.com/article/10.1186/s42400-026-00552-z,Article
A Scalable Middleware for IoT Vulnerability Detection,Networking and Parallel/Distributed Computing Systems,,,,10.1007/978-3-031-53274-0_7,Minami YodaShigeo NakamuraYuichi SeiYasuyuki TaharaAkihiko Ohsuga,2024,https://link.springer.com/chapter/10.1007/978-3-031-53274-0_7,Chapter
Detecting Privacy Leaks Utilizing Digital Forensics and Reverse Engineering Methodologies,Practical Forensic Analysis of Artifacts on iOS and Android Devices,,,,10.1007/978-1-4842-8026-3_6,Mohammed Moreb,2022,https://link.springer.com/chapter/10.1007/978-1-4842-8026-3_6,Chapter
Reverse Engineering,Handbook for CTFers,,,,10.1007/978-981-19-0336-6_5,,2022,https://link.springer.com/chapter/10.1007/978-981-19-0336-6_5,Chapter
On the&#xa0;Decidability of&#xa0;Disassembling Binaries,Theoretical Aspects of Software Engineering,,,,10.1007/978-3-031-64626-3_8,Daniel EngelFreek VerbeekBinoy Ravindran,2024,https://link.springer.com/chapter/10.1007/978-3-031-64626-3_8,Conference paper
PySysML2: Building Knowledge from Models with SysML v2 and Python,The Proceedings of the 2023 Conference on Systems Engineering Research,,,,10.1007/978-3-031-49179-5_1,Keith L. LucasThomas C. FordJordan L. SternJohn X. Situ,2024,https://link.springer.com/chapter/10.1007/978-3-031-49179-5_1,Conference paper
Reading and Understanding Code,RISC-V Assembly Language Programming,,,,10.1007/979-8-8688-0137-2_13,Stephen Smith,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0137-2_13,Chapter
Ghidra-Assisted Static Analysis and&#xa0;Ensemble Learning with&#xa0;Differential Privacy GANs for&#xa0;Ransomware Detection,Proceedings of Data Analytics and Management,,,,10.1007/978-3-032-02949-2_15,Ananya ChaturvediKavyansh TyagiShweta SharmaSweeti Sah,2026,https://link.springer.com/chapter/10.1007/978-3-032-02949-2_15,Conference paper
A cross-language and cross-binary type approach to binary-source software composition analysis using BM25,International Journal of Information Security,,,,10.1007/s10207-025-01148-3,Jong-Wouk KimMi-Jung Choi,2025,https://link.springer.com/article/10.1007/s10207-025-01148-3,Article
AndRev: Reverse Engineering Tool to Extract Permissions of Android Mobile Apps for Analysis,Computer Networks and Inventive Communication Technologies,,,,10.1007/978-981-15-9647-6_95,Manisha PatilDhanya Pramod,2021,https://link.springer.com/chapter/10.1007/978-981-15-9647-6_95,Conference paper
TaintBench: Automatic real-world malware benchmarking of Android taint analyses,Empirical Software Engineering,,,,10.1007/s10664-021-10013-5,Linghui LuoFelix PauckGoran PiskachevManuel BenzIvan PashchenkoMartin MoryEric BoddenBen HermannFabio Massacci,2021,https://link.springer.com/article/10.1007/s10664-021-10013-5,Article
Android Forensics Fundamentals,Android and IOS Mobile Forensics,,,,10.1007/979-8-8688-1748-9_2,Ravi ShethKeshav KaushikChandresh ParekhaNarendrakumar Chayal,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1748-9_2,Chapter
Evaluating the&#xa0;Reusability of&#xa0;Android Static Analysis Tools,Reuse and Software Quality,,,,10.1007/978-3-031-66459-5_10,Jean-Marie MineauJean-Francois Lalande,2024,https://link.springer.com/chapter/10.1007/978-3-031-66459-5_10,Conference paper
Automatically Detecting Checked-In Secrets in Android Apps: How Far Are We?,Empirical Software Engineering,,,,10.1007/s10664-025-10772-5,Kevin LiLin LingJinqiu YangLili Wei,2025,https://link.springer.com/article/10.1007/s10664-025-10772-5,Article
Systematic literature review on quantum applications in nanotechnology,The Journal of Supercomputing,,,,10.1007/s11227-024-06747-w,A. Lopez PachecoJ. Aguilar,2024,https://link.springer.com/article/10.1007/s11227-024-06747-w,Article
A3S3 - Automated Android Audit of&#xa0;Safety and&#xa0;Security Signals,Intelligent Information Systems,,,,10.1007/978-3-031-94590-8_25,Guillaume NguyenXavier Devroey,2025,https://link.springer.com/chapter/10.1007/978-3-031-94590-8_25,Conference paper
Integrated Management and Application of Seismic Data Based on Cloud Platform,Proceedings of the International Field Exploration and Development Conference 2024,,,,10.1007/978-981-96-4759-0_40,Chun-yu ZhaoJuan GuMing-ge ZhangHao-ge ChenWan-wei LiuShuang-yan Zhang,2025,https://link.springer.com/chapter/10.1007/978-981-96-4759-0_40,Conference paper
Utilizing Convolutional Neural Networks for Android Malware Detection via Permission and Opcode Sequences,"Information Security, Privacy and Digital Forensics",,,,10.1007/978-981-96-9443-3_9,Pragat GadiloharDeepak Singh TomarVasudev DehalwarYogesh Kumar Sharma,2026,https://link.springer.com/chapter/10.1007/978-981-96-9443-3_9,Conference paper
Behavioural Analysis for Android Malware Detection: A Deep Learning Approach,Proceedings of Data Analytics and Management,,,,10.1007/978-3-032-03751-0_13,Mayank AshokRahul Katarya,2026,https://link.springer.com/chapter/10.1007/978-3-032-03751-0_13,Conference paper
A History of&#xa0;Greed: Practical Symbolic Execution for&#xa0;Ethereum Smart Contracts,"Detection of Intrusions and Malware, and Vulnerability Assessment",,,,10.1007/978-3-031-97623-0_17,Nicola RuaroFabio GrittiRobert McLaughlinDongyu MengIlya GrishchenkoChristopher KruegelGiovanni Vigna,2025,https://link.springer.com/chapter/10.1007/978-3-031-97623-0_17,Conference paper
Intelligent Methods for&#xa0;Android Malware Detection: A&#xa0;Survey,Security and Management and Wireless Networks,,,,10.1007/978-3-031-86637-1_8,Marayi ChoromaDaouda AhmatBakari Abbo,2025,https://link.springer.com/chapter/10.1007/978-3-031-86637-1_8,Conference paper
Energy-efficient hybrid detection framework for suspicious software components in mobile applications using echo state networks,International Journal of Information Technology,,,,10.1007/s41870-025-02615-9,Hitesh RawatA. Samson Arun RajAntonio González-TorresPurvee BhardwajK. Sakthidasan SankaranT. M. ThiyaguAnjali Rawat,2025,https://link.springer.com/article/10.1007/s41870-025-02615-9,Article
A Survey: Android Architecture and Security Threats,Inventive Communication and Computational Technologies,,,,10.1007/978-981-19-4960-9_54,Deepika MouryaSurabhi SrivastavaDheeraj PalPooja Dehraj,2023,https://link.springer.com/chapter/10.1007/978-981-19-4960-9_54,Conference paper
RGV2: A Framework for crypto-ransomware detection using FastText and neural networks,Knowledge and Information Systems,,,,10.1007/s10115-025-02661-6,M. Adnan AlviZunera JalilMohammad ImranMubbashir Ayub,2025,https://link.springer.com/article/10.1007/s10115-025-02661-6,Article
Improving Smart Contract Security Using Sequential Models,Towards New e-Infrastructure and e-Services for Developing Countries,,,,10.1007/978-3-032-01910-3_5,Rosaire SenouJules Degila,2025,https://link.springer.com/chapter/10.1007/978-3-032-01910-3_5,Conference paper
LLMs as&#xa0;a&#xa0;Compiler for&#xa0;an&#xa0;Arabic Programming Language,"Generative AI and Large Language Models: Opportunities, Challenges, and Applications",,,,10.1007/978-3-031-90573-5_8,Serry SibaeeOmer NacarLahouari GhoutiAnis Koubaa,2025,https://link.springer.com/chapter/10.1007/978-3-031-90573-5_8,Chapter
Implementation Strategies,Programming Language Design and Implementation,,,,10.1007/978-3-031-93299-1_2,Torben Ægidius Mogensen,2026,https://link.springer.com/chapter/10.1007/978-3-031-93299-1_2,Chapter
Cybersecurity challenges and opportunities of machine learning-based artificial intelligence,Neural Computing and Applications,,,,10.1007/s00521-025-11604-9,Pawel CzajaBartlomiej GdowskiMarcin NiemiecWim MeesNikolai StoianovKonstantinos VotisVyacheslav KharchenkoVasilis KatosMatteo Merialdo,2025,https://link.springer.com/article/10.1007/s00521-025-11604-9,Article
A Study on Android Malware Detection Using Machine Learning Algorithms,Intelligent Systems and Machine Learning,,,,10.1007/978-3-031-35078-8_20,K. S. Ujjwal ReddyS. Sibi ChakkaravarthyM. GopinathAditya Mitra,2023,https://link.springer.com/chapter/10.1007/978-3-031-35078-8_20,Conference paper
Ensemble Learning-Based Android Malware Detection,Advances in Artificial Intelligence and Machine Learning in Big Data Processing,,,,10.1007/978-3-031-73068-9_17,V. PriyaA. Sathya Sofia,2025,https://link.springer.com/chapter/10.1007/978-3-031-73068-9_17,Conference paper
A Method of Firmware Vulnerability Mining and Verification Based on Code Property Graph,Advances in Artificial Intelligence and Security,,,,10.1007/978-3-031-06764-8_42,Na XiaoJing ZengQigui YaoXiuli Huang,2022,https://link.springer.com/chapter/10.1007/978-3-031-06764-8_42,Conference paper
A Blockchain-Enabled Carbon Emission Trading System for New Energy Vehicle Incentives Utilizing Ethereum 2.0,"Proceedings of the Canadian Society for Civil Engineering Annual Conference 2024, Volume 6",,,,10.1007/978-3-031-97693-3_12,He PengChunjiang AnYao Sun,2025,https://link.springer.com/chapter/10.1007/978-3-031-97693-3_12,Conference paper
A Review on Malware Analysis for IoT and Android System,SN Computer Science,,,,10.1007/s42979-022-01543-w,Chandra Shekhar YadavSangeeta Gupta,2022,https://link.springer.com/article/10.1007/s42979-022-01543-w,Article
A Comprehensive Survey of Various Software Security Techniques,Innovations in Data Analytics,,,,10.1007/978-981-96-6297-5_36,Pratiksha Gautam,2025,https://link.springer.com/chapter/10.1007/978-981-96-6297-5_36,Conference paper
A Survey on&#xa0;Malware Analysis with&#xa0;Large Language Models,"Knowledge Science, Engineering and Management",,,,10.1007/978-981-95-3072-4_4,Wenjie GuoHaoyuan WenLingming KongJingfeng XueJingjing HuWeijie HanYong Wang,2026,https://link.springer.com/chapter/10.1007/978-981-95-3072-4_4,Conference paper
Android Malware Detection Based on Permissions and API Calls Using Ensemble Based Model,"Information Security, Privacy and Digital Forensics",,,,10.1007/978-981-96-9443-3_7,MonikaYogesh K. SharmaDeepak S. TomarR. K. Pateriya,2026,https://link.springer.com/chapter/10.1007/978-981-96-9443-3_7,Conference paper
Performance Parameters Analysis for Hybrid Meta-Heuristic Approach,Advances in Emerging Technologies and Computing Innovations,,,,10.1007/978-3-031-92854-3_36,Sushama ShirkeJ. NaveenkumarSuhas PatilSunita Dhotre,2025,https://link.springer.com/chapter/10.1007/978-3-031-92854-3_36,Conference paper
A Multi-dataset Evaluation of&#xa0;Models for&#xa0;Automated Vulnerability Repair,"Availability, Reliability and Security",,,,10.1007/978-3-032-00630-1_5,Zanis Ali KhanAayush GargQiang Tang,2025,https://link.springer.com/chapter/10.1007/978-3-032-00630-1_5,Conference paper
Android malware detection method based on bytecode image,Journal of Ambient Intelligence and Humanized Computing,,,,10.1007/s12652-020-02196-4,Yuxin DingXiao ZhangJieke HuWenting Xu,2020,https://link.springer.com/article/10.1007/s12652-020-02196-4,Article
Android Malware Classification Based on Cross-Attention Mechanism with Multiscale CNN and GCN,Advanced Intelligent Computing Technology and Applications,,,,10.1007/978-981-96-9952-0_28,Xin HongHuai JiangYang Wang,2025,https://link.springer.com/chapter/10.1007/978-981-96-9952-0_28,Conference paper
PacDroid: lightweight android malware detection using permissions and intent features,Multimedia Tools and Applications,,,,10.1007/s11042-024-20455-w,Abdul KadirSateesh Kumar Peddoju,2024,https://link.springer.com/article/10.1007/s11042-024-20455-w,Article
Latent Semantic Structure in&#xa0;Malicious Programs,Modelling and Development of Intelligent Systems,,,,10.1007/978-3-031-27034-5_16,John MusgraveTemesguen Messay-KebedeDavid KappAnca Ralescu,2023,https://link.springer.com/chapter/10.1007/978-3-031-27034-5_16,Conference paper
Anomaly Detection Method of&#xa0;Source Code Vulnerability Detection Tools Based on&#xa0;Differential Testing,Cloud and Network Computing,,,,10.1007/978-981-95-0129-8_25,Zhaohong XiaoZhiming WangCong ShenYuque ZhangJianqi Du,2026,https://link.springer.com/chapter/10.1007/978-981-95-0129-8_25,Conference paper
Reading and Understanding Code,Raspberry Pi Assembly Language Programming,,,,10.1007/979-8-8688-1874-5_14,Stephen Smith,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1874-5_14,Chapter
Software Privacy Based on Call Graph Diversification and Obfuscation,Advances in Technical Sciences and Architecture,,,,10.1007/978-3-031-96157-1_49,Miguel Joseph Rodríguez VélizAnaisa Hernández GonzálezRoberto Sepúlveda LimaYulier Núñez Musa,2026,https://link.springer.com/chapter/10.1007/978-3-031-96157-1_49,Chapter
SFCGDroid: android malware detection based on sensitive function call graph,International Journal of Information Security,,,,10.1007/s10207-023-00679-x,Sibo ShiShengwei TianBo WangTiejun ZhouGuanxin Chen,2023,https://link.springer.com/article/10.1007/s10207-023-00679-x,Article
JNFuzz-Droid: a lightweight fuzzing and taint analysis framework for native code of Android applications,Empirical Software Engineering,,,,10.1007/s10664-025-10671-9,Jianchao CaoFan GuoYanwen Qu,2025,https://link.springer.com/article/10.1007/s10664-025-10671-9,Article
Flatdc: Automatic Schema Reverse Engineering of&#xa0;FlatBuffers,ICT Systems Security and Privacy Protection,,,,10.1007/978-3-031-92886-4_17,August SeeBenedikt OstendorfLilly SellMathias Fischer,2025,https://link.springer.com/chapter/10.1007/978-3-031-92886-4_17,Conference paper
Analysis of Threat Models,Industrial Internet Security,,,,10.1007/978-981-96-5135-1_3,Qiang WeiWenhai WangHuihui Huang,2025,https://link.springer.com/chapter/10.1007/978-981-96-5135-1_3,Chapter
Towards an understanding of large language models in software engineering tasks,Empirical Software Engineering,,,,10.1007/s10664-024-10602-0,Zibin ZhengKaiwen NingQingyuan ZhongJiachi ChenWenqing ChenLianghong GuoWeicheng WangYanlin Wang,2024,https://link.springer.com/article/10.1007/s10664-024-10602-0,Article
Effectiveness of&#xa0;Binary-Level CFI Techniques,Foundations and Practice of Security,,,,10.1007/978-3-031-57537-2_6,Ruturaj K. VaidyaPrasad A. Kulkarni,2024,https://link.springer.com/chapter/10.1007/978-3-031-57537-2_6,Conference paper
Dual-View Aware Smart Contract Vulnerability Detection for&#xa0;Ethereum,"Blockchain, Metaverse and Trustworthy Systems",,,,10.1007/978-981-96-1411-0_15,Jiacheng YaoMaolin WangWanqi ChenChengxiang JinJiajun ZhouShanqing YuQi Xuan,2025,https://link.springer.com/chapter/10.1007/978-981-96-1411-0_15,Conference paper
An Overview of Innovative Techniques and Approaches in Malware Detection,Proceedings of International Conference on Computing Systems and Intelligent Applications,,,,10.1007/978-981-96-8343-7_36,Sitanshu Kumar PatelNitish Kumar OjhaNeha Tyagi,2025,https://link.springer.com/chapter/10.1007/978-981-96-8343-7_36,Conference paper
Managing Risks and Improving Cyber Resilience – Assessing Mobile Application Security Using a Reference Model,Advancing Innovative Cybersecurity Solutions and Approaches to Protect Digital Ecosystems,,,,10.1007/978-3-032-13075-4_15,Heloise Pieterse,2026,https://link.springer.com/chapter/10.1007/978-3-032-13075-4_15,Conference paper
Garbage Collection – Introduction,Pro .NET Memory Management,,,,10.1007/979-8-8688-0453-3_7,Konrad KokosaChristophe NasarreKevin Gosse,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0453-3_7,Chapter
Dynamic Analysis of Window’s Based Malware Using Reverse Engineering: A Case Study of Exmatter,Intelligent Systems Design and Applications,,,,10.1007/978-3-031-64650-8_44,Geetanjali SurangePallavi KhatriShubhankar Hazra,2024,https://link.springer.com/chapter/10.1007/978-3-031-64650-8_44,Conference paper
On the&#xa0;Properness of&#xa0;Large Language Models for&#xa0;Malware Detection,Risks and Security of Internet and Systems,,,,10.1007/978-3-031-89350-6_8,Lupaşcu MarilenaViţel Silviu ConstantinGavriluţ Dragoş TeodorLuchian Henri,2025,https://link.springer.com/chapter/10.1007/978-3-031-89350-6_8,Conference paper
IAFF-VC: Any-to-Any Voice Conversion Using Attentional Feature Fusion,"Circuits, Systems, and Signal Processing",,,,10.1007/s00034-025-03198-3,Kai GuoYang XuSicong Zhang,2025,https://link.springer.com/article/10.1007/s00034-025-03198-3,Article
Advancements in Cyber Security Using Deep Learning Techniques Attack Detection for Trojan Horses,Artificial Intelligence: Theory and Applications,,,,10.1007/978-981-96-1687-9_7,S. AmuthaE. Sagin Sandoz FernandoG. JayanthK. Ajay Kumar ReddyK. Angel Jean VincyK. Nivethika,2025,https://link.springer.com/chapter/10.1007/978-981-96-1687-9_7,Conference paper
Facing the&#xa0;Challenge of&#xa0;Leveraging Untrained Humans in&#xa0;Malware Analysis,ICT Systems Security and Privacy Protection,,,,10.1007/978-3-031-92882-6_5,Benjamin Zi Hao ZhaoHassan Jameel AsgharMuhammad IkramMohamed Ali KaafarSean LamontDaniel Coscia,2025,https://link.springer.com/chapter/10.1007/978-3-031-92882-6_5,Conference paper
Hybrid Temporal Convolutional Networks with LSTSVM Model for Android Malware Detection Using Explainable AI,Journal of Electrical Engineering & Technology,,,,10.1007/s42835-025-02413-0,A. MohanrajK. Sivasankari,2025,https://link.springer.com/article/10.1007/s42835-025-02413-0,Article
Project Files,Beginning  IntelliJ IDEA,,,,10.1007/978-1-4842-7446-0_3,Ted Hagos,2022,https://link.springer.com/chapter/10.1007/978-1-4842-7446-0_3,Chapter
Code Auditing,Handbook for CTFers,,,,10.1007/978-981-19-0336-6_10,,2022,https://link.springer.com/chapter/10.1007/978-981-19-0336-6_10,Chapter
Using the&#xa0;Metadata-Based App-PI Ecosystem to&#xa0;Assess the&#xa0;Privacy Impact of&#xa0;Health Apps,Proceedings of the International Conference on Ubiquitous Computing and Ambient Intelligence (UCAmI 2024),,,,10.1007/978-3-031-77571-0_50,M. Mercedes Martínez-GonzálezAlejandro Pérez-FuenteAmador AparicioPablo A. Criado-Lozano,2024,https://link.springer.com/chapter/10.1007/978-3-031-77571-0_50,Conference paper
LLM-DAS: An LLM-Powered Deobfuscation System for&#xa0;ARM Binary Code,Information Security and Cryptology,,,,10.1007/978-981-95-6209-1_17,Jiahan LiuJing JingJian LinHaonan SunBing Zhu,2026,https://link.springer.com/chapter/10.1007/978-981-95-6209-1_17,Conference paper
A Survey of&#xa0;Android Malware Detection Based on&#xa0;Deep Learning,Machine Learning for Cyber Security,,,,10.1007/978-3-031-20096-0_18,Dianxin WangTian ChenZheng ZhangNan Zhang,2023,https://link.springer.com/chapter/10.1007/978-3-031-20096-0_18,Conference paper
Database Program Translation,"Information Systems Reengineering, Integration and Normalization",,,,10.1007/978-3-030-79584-9_5,Joseph S. P. FongKenneth Wong Ting Yan,2021,https://link.springer.com/chapter/10.1007/978-3-030-79584-9_5,Chapter
Machine Learning-Based Detection of&#xa0;Java Semantic Clones Using Low-Level Abstract Compiled Representation,Asia Pacific Advanced Network,,,,10.1007/978-3-031-89813-6_7,Fahmi H. QuradaaSara ShahzadRashad SaeedMohammed H. Al-Hakimi,2025,https://link.springer.com/chapter/10.1007/978-3-031-89813-6_7,Conference paper
Method to Automate the Classification of PE32 Malware Using Word2vec and LSTM,Malware,,,,10.1007/978-3-031-66245-4_9,Bruce William Percílio AzevedoRobson de Oliveira AlbuquerqueLuis Javier García Villalba,2025,https://link.springer.com/chapter/10.1007/978-3-031-66245-4_9,Chapter
An Empirical Analysis of&#xa0;Security and&#xa0;Privacy Risks in&#xa0;Android Cryptocurrency Wallet Apps,Applied Cryptography and Network Security,,,,10.1007/978-3-031-33491-7_26,I. Wayan Budi SentanaMuhammad IkramMohamed Ali Kaafar,2023,https://link.springer.com/chapter/10.1007/978-3-031-33491-7_26,Conference paper
Extending ABAP Development Tools,ABAP in Eclipse,,,,10.1007/978-1-4842-6963-3_7,Łukasz Pęgiel,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6963-3_7,Chapter
A reinforcement learning malware detection model based on heterogeneous information network path representation,Applied Intelligence,,,,10.1007/s10489-025-06417-1,Kang YangLizhi CaiJianhua WuZhenyu LiuMeng Zhang,2025,https://link.springer.com/article/10.1007/s10489-025-06417-1,Article
Over-the-air upgrading for enhancing security of intelligent connected vehicles: a survey,Artificial Intelligence Review,,,,10.1007/s10462-024-10968-z,Beibei LiWei HuLemei DaYibing WuXinxin WangYiwei LiChaoxuan Yuan,2024,https://link.springer.com/article/10.1007/s10462-024-10968-z,Article
Android Malware Detection Method Based on Machine Learning,Data Science,,,,10.1007/978-981-97-8749-4_1,Xiong WanYuxi SunYanqing WangMeng Xia,2024,https://link.springer.com/chapter/10.1007/978-981-97-8749-4_1,Conference paper
Fuzzing IoT Devices via&#xa0;Android App Interfaces with&#xa0;Large Language Model,"Advances in Internet, Data & Web Technologies",,,,10.1007/978-3-031-53555-0_9,Wenxing MaBaojiang Cui,2024,https://link.springer.com/chapter/10.1007/978-3-031-53555-0_9,Conference paper
Extended Abstract: Evading Packing Detection: Breaking Heuristic-Based Static Detectors,"Detection of Intrusions and Malware, and Vulnerability Assessment",,,,10.1007/978-3-031-64171-8_9,Alexandre D’HondtCharles Henry Bertrand Van OuytselAxel Legay,2024,https://link.springer.com/chapter/10.1007/978-3-031-64171-8_9,Conference paper
The arts and crafts of android adware across a decade,Automated Software Engineering,,,,10.1007/s10515-025-00575-9,Chao WangTianming LiuYanjie ZhaoLin ZhangXiaoning DuLi LiHaoyu Wang,2025,https://link.springer.com/article/10.1007/s10515-025-00575-9,Article
Multi-class Malware Detection via&#xa0;Deep Graph Convolutional Networks Using TF-IDF-Based Attributed Call Graphs,Information Security Applications,,,,10.1007/978-981-99-8024-6_15,Irshad KhanYoung-Woo Kwon,2024,https://link.springer.com/chapter/10.1007/978-981-99-8024-6_15,Conference paper
Risk Analysis and Android Application Penetration Testing Based on OWASP 2016,Information Technology and Systems,,,,10.1007/978-3-030-68285-9_44,Thomás BorjaMarco E. BenalcázarÁngel Leonardo Valdivieso CaraguayLorena Isabel Barona López,2021,https://link.springer.com/chapter/10.1007/978-3-030-68285-9_44,Conference paper
Identifying Ransomware Functions Through Microarchitectural Side-Channel Analysis,Science of Cyber Security,,,,10.1007/978-981-96-2417-1_2,Connor StartzelDane BrownT. Owens WalkerJennie E. Hill,2025,https://link.springer.com/chapter/10.1007/978-981-96-2417-1_2,Conference paper
When LLMs meet cybersecurity: a systematic literature review,Cybersecurity,,,,10.1186/s42400-025-00361-w,Jie ZhangHaoyu BuHui WenYongji LiuHaiqiang FeiRongrong XiLun LiYun YangHongsong ZhuDan Meng,2025,https://link.springer.com/article/10.1186/s42400-025-00361-w,Article
Large Language Models for&#xa0;Software Engineering: A Systematic Mapping Study,"Systems, Software and Services Process Improvement",,,,10.1007/978-3-031-71139-8_5,Muhammet Kürşat GörmezMurat YılmazPaul M. Clarke,2024,https://link.springer.com/chapter/10.1007/978-3-031-71139-8_5,Conference paper
Insights from&#xa0;Running 24 Static Analysis Tools on&#xa0;Open Source Software Repositories,Information Systems Security,,,,10.1007/978-3-031-80020-7_13,Fabiha HashmatZeyad Alwaleed AljaaliMingjie ShenAravind Machiry,2025,https://link.springer.com/chapter/10.1007/978-3-031-80020-7_13,Conference paper
Quantifying MEV NFT Arbitrage,Tokenizing the Future,,,,10.1007/978-3-031-91405-8_22,Matthias Franz Krekeler,2025,https://link.springer.com/chapter/10.1007/978-3-031-91405-8_22,Chapter
Assessing Operation of Mobile Banking Applications that Support Customers to Access Banking Services Remotely,Optimization and Data Science in Industrial Engineering,,,,10.1007/978-3-031-81458-7_2,Daniel Okari OruchoFredrick Mzee AwuorCollins Oduor,2025,https://link.springer.com/chapter/10.1007/978-3-031-81458-7_2,Conference paper
