Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
DexPro: A Bytecode Level Code Protection System for Android Applications,Cyberspace Safety and Security,,,,10.1007/978-3-319-69471-9_27,Beibei ZhaoZhanyong TangZhen LiLina SongXiaoqing GongDingyi FangFangyuan LiuZheng Wang,2017,https://link.springer.com/chapter/10.1007/978-3-319-69471-9_27,Conference paper
A novel cloud scheduling algorithm optimization for energy consumption of data centres based on user QoS priori knowledge under the background of WSN and mobile communication,Cluster Computing,,,,10.1007/s10586-017-0870-z,Zhenjun JinGaochao XuYang LiPeng Liu,2017,https://link.springer.com/article/10.1007/s10586-017-0870-z,Article
Security Analysis of OnlineCabBooking Android Application,Proceedings of the International Conference on Data Engineering and Communication Technology,,,,10.1007/978-981-10-1675-2_59,Nishant GroverJyotsna SaxenaVikas Sihag,2017,https://link.springer.com/chapter/10.1007/978-981-10-1675-2_59,Conference paper
PolEnA: Enforcing Fine-grained Permission Policies in Android,"Computer Safety, Reliability, and Security",,,,10.1007/978-3-319-66284-8_34,Gabriele CostaFederico SinigagliaRoberto Carbone,2017,https://link.springer.com/chapter/10.1007/978-3-319-66284-8_34,Conference paper
AndroidProtect: Android Apps Security Analysis System,"Collaborate Computing: Networking, Applications and Worksharing",,,,10.1007/978-3-319-59288-6_58,Tong ZhangTao LiHao WangZhijie Xiao,2017,https://link.springer.com/chapter/10.1007/978-3-319-59288-6_58,Conference paper
Autonomous Vulnerability Scanning and Patching of Binaries,Google It,,,,10.1007/978-1-4939-6415-4_23,Dennis GamayunovMikhail VoronovNewton Lee,2016,https://link.springer.com/chapter/10.1007/978-1-4939-6415-4_23,Chapter
Evaluating Obfuscation Security: A Quantitative Approach,Foundations and Practice of Security,,,,10.1007/978-3-319-30303-1_11,Rabih MohsenAlexandre Miranda Pinto,2016,https://link.springer.com/chapter/10.1007/978-3-319-30303-1_11,Conference paper
Integration of Eco-Efficiency and Efficiency Assessment Methodologies: The Efficiency Framework,Sustainable Design and Manufacturing 2017,,,,10.1007/978-3-319-57078-5_58,A. J. BaptistaE. J. LourençoE. J. SilvaM. A. EstrelaP. Peças,2017,https://link.springer.com/chapter/10.1007/978-3-319-57078-5_58,Conference paper
Security Analysis of PHP Bytecode Protection Mechanisms,"Research in Attacks, Intrusions, and Defenses",,,,10.1007/978-3-319-26362-5_23,Dario WeißerJohannes DahseThorsten Holz,2015,https://link.springer.com/chapter/10.1007/978-3-319-26362-5_23,Conference paper
Recommending Features of Mobile Applications for Developer,Advanced Data Mining and Applications,,,,10.1007/978-3-319-49586-6_24,Hong YuYahong LianShuotao YangLinlin TianXiaowei Zhao,2016,https://link.springer.com/chapter/10.1007/978-3-319-49586-6_24,Conference paper
A Return-Value-Unchecked Vulnerability Detection Method Based on Property Graph,Recent Developments in Intelligent Systems and Interactive Applications,,,,10.1007/978-3-319-49568-2_17,Han KunWu BoXin Dan,2017,https://link.springer.com/chapter/10.1007/978-3-319-49568-2_17,Conference paper
Detecting Energy Bugs in Android Apps Using Static Analysis,Formal Methods and Software Engineering,,,,10.1007/978-3-319-68690-5_12,Hao JiangHongli YangShengchao QinZhendong SuJian ZhangJun Yan,2017,https://link.springer.com/chapter/10.1007/978-3-319-68690-5_12,Conference paper
Lifting inter-app data-flow analysis to large app sets,Automated Software Engineering,,,,10.1007/s10515-017-0228-z,Florian SattlerAlexander von RheinThorsten BergerNiklas Schalck JohanssonMikael Mark HardøSven Apel,2017,https://link.springer.com/article/10.1007/s10515-017-0228-z,Article
An automatically vetting mechanism for SSL error-handling vulnerability in android hybrid Web apps,World Wide Web,,,,10.1007/s11280-017-0458-9,Yang LiuChaoshun ZuoZonghua ZhangShanqing GuoXinshun Xu,2017,https://link.springer.com/article/10.1007/s11280-017-0458-9,Article
The Notion of a Software Language,Software Languages,,,,10.1007/978-3-319-90800-7_1,Ralf Lämmel,2018,https://link.springer.com/chapter/10.1007/978-3-319-90800-7_1,Chapter
iOS App Security Practices,iOS Penetration Testing,,,,10.1007/978-1-4842-2355-0_7,Kunal Relan,2016,https://link.springer.com/chapter/10.1007/978-1-4842-2355-0_7,Chapter
String-based Malware Detection for Android Environments,Intelligent Distributed Computing X,,,,10.1007/978-3-319-48829-5_10,Alejandro MartínHéctor D. MenéndezDavid Camacho,2017,https://link.springer.com/chapter/10.1007/978-3-319-48829-5_10,Conference paper
Research on a Rapid Hierarchical Algorithm for the Wavelet Transform Based Contour Detection of Medium Plates,Information Technology and Intelligent Transportation Systems,,,,10.1007/978-3-319-38789-5_27,Ji LiXuxiao HuMingmin Yang,2017,https://link.springer.com/chapter/10.1007/978-3-319-38789-5_27,Conference paper
Detecting Android Malware Using Clone Detection,Journal of Computer Science and Technology,,,,10.1007/s11390-015-1573-7,Jian ChenManar H. AlalfiThomas R. DeanYing Zou,2015,https://link.springer.com/article/10.1007/s11390-015-1573-7,Article
DNA-Droid: A Real-Time Android Ransomware Detection Framework,Network and System Security,,,,10.1007/978-3-319-64701-2_14,Amirhossein GharibAli Ghorbani,2017,https://link.springer.com/chapter/10.1007/978-3-319-64701-2_14,Conference paper
Defining the Ethereum Virtual Machine for Interactive Theorem Provers,Financial Cryptography and Data Security,,,,10.1007/978-3-319-70278-0_33,Yoichi Hirai,2017,https://link.springer.com/chapter/10.1007/978-3-319-70278-0_33,Conference paper
State Space Obfuscation and Its Application in Hardware Intellectual Property Protection,Hardware Protection through Obfuscation,,,,10.1007/978-3-319-49019-9_8,Rajat Subhra ChakrabortySwarup Bhunia,2017,https://link.springer.com/chapter/10.1007/978-3-319-49019-9_8,Chapter
Contextual Modeling of Group Activity,Modeling and Using Context,,,,10.1007/978-3-319-57837-8_9,Patrick Brézillon,2017,https://link.springer.com/chapter/10.1007/978-3-319-57837-8_9,Conference paper
Source Code Authorship Attribution Using Long Short-Term Memory Based Networks,Computer Security – ESORICS 2017,,,,10.1007/978-3-319-66402-6_6,Bander AlsulamiEdwin DauberRichard HarangSpiros MancoridisRachel Greenstadt,2017,https://link.springer.com/chapter/10.1007/978-3-319-66402-6_6,Conference paper
A Survey of Android Malware Detection Strategy and Techniques,Proceedings of International Conference on ICT for Sustainable Development,,,,10.1007/978-981-10-0135-2_4,Mohit SharmaMeenu ChawlaJyoti Gajrani,2016,https://link.springer.com/chapter/10.1007/978-981-10-0135-2_4,Conference paper
Protecting Document Outside Enterprise Network: A Confirmed Framework,Enterprise Security,,,,10.1007/978-3-319-54380-2_12,Zeyad S. AaberGary B. WillsRichard M. Crowder,2017,https://link.springer.com/chapter/10.1007/978-3-319-54380-2_12,Conference paper
MalProfiler: Automatic and Effective Classification of Android Malicious Apps in Behavioral Classes,Foundations and Practice of Security,,,,10.1007/978-3-319-51966-1_1,Antonio La MarraFabio MartinelliAndrea SaracinoMina Sheikhalishahi,2017,https://link.springer.com/chapter/10.1007/978-3-319-51966-1_1,Conference paper
Preserving Lexical Scoping When Dynamically Embedding Languages,Programming Languages,,,,10.1007/978-3-319-24012-1_3,Félix RibeiroHisham MuhammadAndré Murbach MaidlRoberto Ierusalimschy,2015,https://link.springer.com/chapter/10.1007/978-3-319-24012-1_3,Conference paper
Detection and Auto-protection of Cache File Privacy Leakage for Mobile Social Networking Applications in Android,"Human Aspects of Information Security, Privacy and Trust",,,,10.1007/978-3-319-58460-7_48,Hui LiWenling LiuBin WangWen Zhang,2017,https://link.springer.com/chapter/10.1007/978-3-319-58460-7_48,Conference paper
A white-box AES-like implementation based on key-dependent substitution-linear transformations,Multimedia Tools and Applications,,,,10.1007/s11042-017-4562-8,Tao XuFeng LiuChuankun Wu,2017,https://link.springer.com/article/10.1007/s11042-017-4562-8,Article
"Engineering a Formal, Executable x86 ISA Simulator for Software Verification",Provably Correct Systems,,,,10.1007/978-3-319-48628-4_8,Shilpi GoelWarren A. HuntMatt Kaufmann,2017,https://link.springer.com/chapter/10.1007/978-3-319-48628-4_8,Chapter
IP Trust: The Problem and Design/Validation-Based Solution,Fundamentals of IP and SoC Security,,,,10.1007/978-3-319-50057-7_4,Raj Gautam DuttaXiaolong GuoYier Jin,2017,https://link.springer.com/chapter/10.1007/978-3-319-50057-7_4,Chapter
Nightingale: Translating Embedded VM Code in x86 Binary Executables,Information Security,,,,10.1007/978-3-319-69659-1_21,Xie HaijiangZhang YuanyuanLi JuanruGu Dawu,2017,https://link.springer.com/chapter/10.1007/978-3-319-69659-1_21,Conference paper
Observatory for Language Resources and Machine Translation in Europe – LT_Observatory,Future and Emerging Trends in Language Technology. Machine Learning and Big Data,,,,10.1007/978-3-319-69365-1_2,Bente MaegaardClaus PovlsenSussi OlsenLina HenriksenMargaretha MazuraVesna LusickyGerhard BudinBlanca RodríguezMa Luz Esparza,2017,https://link.springer.com/chapter/10.1007/978-3-319-69365-1_2,Conference paper
Why Banker Bob (Still) Can’t Get TLS Right: A Security Analysis of TLS in Leading UK Banking Apps,Financial Cryptography and Data Security,,,,10.1007/978-3-319-70972-7_33,Tom ChothiaFlavio D. GarciaChris HeppellChris McMahon Stone,2017,https://link.springer.com/chapter/10.1007/978-3-319-70972-7_33,Conference paper
Hardware Obfuscation: Techniques and Open Challenges,Foundations of Hardware IP Protection,,,,10.1007/978-3-319-50380-6_6,Georg T. BeckerMarc FyrbiakChristian Kison,2017,https://link.springer.com/chapter/10.1007/978-3-319-50380-6_6,Chapter
Information Leakage Analysis of Complex C Code and Its application to OpenSSL,"Leveraging Applications of Formal Methods, Verification and Validation: Foundational Techniques",,,,10.1007/978-3-319-47166-2_63,Pasquale MalacariaMichael TautchningDino DiStefano,2016,https://link.springer.com/chapter/10.1007/978-3-319-47166-2_63,Conference paper
The Design and Implementation on the Android Application Protection System,Computational Science and Its Applications – ICCSA 2016,,,,10.1007/978-3-319-42108-7_7,Cui HaoliangHuang RuqiangShi ChengjieNiu Shaozhang,2016,https://link.springer.com/chapter/10.1007/978-3-319-42108-7_7,Conference paper
Sound Transpilation from Binary to&#xa0;Machine-Independent Code,Formal Methods: Foundations and Applications,,,,10.1007/978-3-319-70848-5_13,Roberto MetereAndreas LindnerRoberto Guanciale,2017,https://link.springer.com/chapter/10.1007/978-3-319-70848-5_13,Conference paper
Breaking and Fixing Mobile App Authentication with OAuth2.0-based Protocols,Applied Cryptography and Network Security,,,,10.1007/978-3-319-61204-1_16,Ronghai YangWing Cheong LauShangcheng Shi,2017,https://link.springer.com/chapter/10.1007/978-3-319-61204-1_16,Conference paper
"Threads, the “t” in P.A.t.h.",Troubleshooting Java Performance,,,,10.1007/978-1-4842-2979-8_11,Erik Ostermueller,2017,https://link.springer.com/chapter/10.1007/978-1-4842-2979-8_11,Chapter
An Adaptable Infrastructure to Generate Training Datasets for Decompilation Issues,"New Perspectives in Information Systems and Technologies, Volume 2",,,,10.1007/978-3-319-05948-8_9,Javier EscaladaFranciso Ortin,2014,https://link.springer.com/chapter/10.1007/978-3-319-05948-8_9,Conference paper
An Experimental Framework for Investigating Security and Privacy of IoT Devices,"Intelligent, Secure, and Dependable Systems in Distributed and Cloud Environments",,,,10.1007/978-3-319-69155-8_5,Ali TekeogluAli Şaman Tosun,2017,https://link.springer.com/chapter/10.1007/978-3-319-69155-8_5,Conference paper
Pattern Maps and Labels,Low Level X Window Programming,,,,10.1007/978-3-319-74250-2_4,Ross J. Maloney,2017,https://link.springer.com/chapter/10.1007/978-3-319-74250-2_4,Chapter
Survey on Android Applications Security,Human Centered Computing,,,,10.1007/978-3-319-31854-7_9,Chengzhou FuChang HuangYong TangWeiquan ZengDahao WangChengzhe Yuan,2016,https://link.springer.com/chapter/10.1007/978-3-319-31854-7_9,Conference paper
DFP: A Data Fragment Protection Scheme for mHealth in Wireless Network,Theoretical Computer Science,,,,10.1007/978-981-10-6893-5_5,Lin ZhangZhigang ChenDeyu Zhang,2017,https://link.springer.com/chapter/10.1007/978-981-10-6893-5_5,Conference paper
"Hey, You, Get Off of My Image: Detecting Data Residue in Android Images",Computer Security – ESORICS 2016,,,,10.1007/978-3-319-45744-4_20,Xiao ZhangYousra AaferKailiang YingWenliang Du,2016,https://link.springer.com/chapter/10.1007/978-3-319-45744-4_20,Conference paper
Runtime Vectorization Transformations of Binary Code,International Journal of Parallel Programming,,,,10.1007/s10766-016-0480-z,Nabil HallouErven RohouPhilippe Clauss,2016,https://link.springer.com/article/10.1007/s10766-016-0480-z,Article
A static technique for detecting input validation vulnerabilities in Android apps,Science China Information Sciences,,,,10.1007/s11432-015-5422-7,Zhejun FangQixu LiuYuqing ZhangKai WangZhiqiang WangQianru Wu,2016,https://link.springer.com/article/10.1007/s11432-015-5422-7,Article
A software classification scheme using binary-level characteristics for efficient software filtering,Soft Computing,,,,10.1007/s00500-016-2357-x,Yesol KimSeong-je ChoSangchul HanIlsun You,2016,https://link.springer.com/article/10.1007/s00500-016-2357-x,Article
Advanced Topics,Automated Software Diversity,,,,10.1007/978-3-031-02346-0_7,Per LarsenStefan BrunthalerLucas DaviAhmad-Reza SadeghiMichael Franz,2016,https://link.springer.com/chapter/10.1007/978-3-031-02346-0_7,Chapter
Research and Implementation Key Technology of Security Mobile Office,"Security, Privacy and Anonymity in Computation, Communication and Storage",,,,10.1007/978-3-319-49145-5_11,Feng QiuXiaoqian Li,2016,https://link.springer.com/chapter/10.1007/978-3-319-49145-5_11,Conference paper
DroidDelver: An Android Malware Detection System Using Deep Belief Network Based on API Call Blocks,Web-Age Information Management,,,,10.1007/978-3-319-47121-1_5,Shifu HouAaron SaasYanfang YeLifei Chen,2016,https://link.springer.com/chapter/10.1007/978-3-319-47121-1_5,Conference paper
A Scalable Cloud-Based Android App Repackaging Detection Framework,"Green, Pervasive, and Cloud Computing",,,,10.1007/978-3-319-39077-2_8,Jinghua LiXiaoyan LiuHuixiang ZhangDejun Mu,2016,https://link.springer.com/chapter/10.1007/978-3-319-39077-2_8,Conference paper
"A High-Assurance, High-Performance Hardware-Based Cross-Domain System","Computer Safety, Reliability, and Security",,,,10.1007/978-3-319-45477-1_9,David HardinKonrad SlindMark BortzJames PottsScott Owens,2016,https://link.springer.com/chapter/10.1007/978-3-319-45477-1_9,Conference paper
Online Genetic Improvement on the java&#xa0;virtual machine with ECSELR,Genetic Programming and Evolvable Machines,,,,10.1007/s10710-016-9278-4,Kwaku Yeboah-AntwiBenoit Baudry,2016,https://link.springer.com/article/10.1007/s10710-016-9278-4,Article
Review of Existing Analysis Tools for SELinux Security Policies: Challenges and a Proposed Solution,E-Technologies: Embracing the Internet of Things,,,,10.1007/978-3-319-59041-7_7,Amir EamanBahman SistanyAmy Felty,2017,https://link.springer.com/chapter/10.1007/978-3-319-59041-7_7,Conference paper
Examining Performance Issues of GUI Based Android Applications,Advanced Multimedia and Ubiquitous Engineering,,,,10.1007/978-981-10-1536-6_54,Jung-Hoon ShinMesfin AbebeSuntae KimCheol Jung YooKwang-Yoon Jin,2016,https://link.springer.com/chapter/10.1007/978-981-10-1536-6_54,Conference paper
Modules,Beginning Java 9 Fundamentals,,,,10.1007/978-1-4842-2902-6_10,Kishori Sharan,2017,https://link.springer.com/chapter/10.1007/978-1-4842-2902-6_10,Chapter
"Hack, Break, Fix",Practical Linux Topics,,,,10.1007/978-1-4842-1772-6_15,Chris Binnie,2016,https://link.springer.com/chapter/10.1007/978-1-4842-1772-6_15,Chapter
Accurate and efficient exploit capture and classification,Science China Information Sciences,,,,10.1007/s11432-016-5521-0,Yu DingTao WeiHui XueYulong ZhangChao ZhangXinhui Han,2016,https://link.springer.com/article/10.1007/s11432-016-5521-0,Article
Hacking Mobile Platforms,Certified Ethical Hacker (CEH) Foundation Guide,,,,10.1007/978-1-4842-2325-3_12,Sagar Ajay Rahalkar,2016,https://link.springer.com/chapter/10.1007/978-1-4842-2325-3_12,Chapter
MalCore: Toward a Practical Malware Identification System Enhanced with Manycore Technology,Information Systems Security and Privacy,,,,10.1007/978-3-319-27668-7_3,Taegyu KimKi Woong Park,2015,https://link.springer.com/chapter/10.1007/978-3-319-27668-7_3,Conference paper
Module Dependency,Java 9 Revealed,,,,10.1007/978-1-4842-2592-9_4,Kishori Sharan,2017,https://link.springer.com/chapter/10.1007/978-1-4842-2592-9_4,Chapter
Security Analysis and Protection Based on Smali Injection for Android Applications,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-3-319-11197-1_44,Junfeng XuShoupeng LiTao Zhang,2014,https://link.springer.com/chapter/10.1007/978-3-319-11197-1_44,Conference paper
Botnet Forensics,Fundamentals of Network Forensics,,,,10.1007/978-1-4471-7299-4_8,R. C. JoshiEmmanuel S. Pilli,2016,https://link.springer.com/chapter/10.1007/978-1-4471-7299-4_8,Chapter
Database Program Translation,"Information Systems Reengineering, Integration and Normalization",,,,10.1007/978-3-319-12295-3_5,Joseph Shi Piu Fong,2015,https://link.springer.com/chapter/10.1007/978-3-319-12295-3_5,Chapter
Android Malware Detection Method Based on Function Call Graphs,Neural Information Processing,,,,10.1007/978-3-319-46681-1_9,Yuxin DingSiyi ZhuXiaoling Xia,2016,https://link.springer.com/chapter/10.1007/978-3-319-46681-1_9,Conference paper
Detecting Malicious Collusion Between Mobile Software Applications: The Android TM Case,Data Analytics and Decision Support for Cybersecurity,,,,10.1007/978-3-319-59439-2_3,Irina Măriuca AsăvoaeJorge BlascoThomas M. ChenHarsha Kumara KalutarageIgor MuttikHoang Nga NguyenMarkus RoggenbachSiraj Ahmed Shaikh,2017,https://link.springer.com/chapter/10.1007/978-3-319-59439-2_3,Chapter
Interdiction in practice—Hardware Trojan against a high-security USB flash drive,Journal of Cryptographic Engineering,,,,10.1007/s13389-016-0132-7,Pawel SwierczynskiMarc FyrbiakPhilipp KoppeAmir MoradiChristof Paar,2016,https://link.springer.com/article/10.1007/s13389-016-0132-7,Article
Improve Dynamic Sandbox on the Cloud with Non-QEMU Based OS Through Hooks and Mocks Techniques,Information Science and Applications (ICISA) 2016,,,,10.1007/978-981-10-0557-2_52,Ngoc-Tu ChauLong Nguyen VuSouhwan Jung,2016,https://link.springer.com/chapter/10.1007/978-981-10-0557-2_52,Conference paper
Ransomware Steals Your Phone. Formal Methods Rescue It,"Formal Techniques for Distributed Objects, Components, and Systems",,,,10.1007/978-3-319-39570-8_14,Francesco MercaldoVittoria NardoneAntonella SantoneCorrado Aaron Visaggio,2016,https://link.springer.com/chapter/10.1007/978-3-319-39570-8_14,Conference paper
BurnFit: Analyzing and Exploiting Wearable Devices,Information Security Applications,,,,10.1007/978-3-319-31875-2_19,Dongkwan KimSuwan ParkKibum ChoiYongdae Kim,2016,https://link.springer.com/chapter/10.1007/978-3-319-31875-2_19,Conference paper
Forensic Analysis of Secure Ephemeral Messaging Applications on Android Platforms,"Global Security, Safety and Sustainability - The Security Challenges of the Connected World",,,,10.1007/978-3-319-51064-4_3,M. A. Hannan Bin AzharThomas Edward Allen Barton,2016,https://link.springer.com/chapter/10.1007/978-3-319-51064-4_3,Conference paper
Anti-debugging scheme for protecting mobile apps on android platform,The Journal of Supercomputing,,,,10.1007/s11227-015-1559-9,Haehyun ChoJongsu LimHyunki KimJeong Hyun Yi,2015,https://link.springer.com/article/10.1007/s11227-015-1559-9,Article
Mobile Application Recommendations Based on Complex Information,Current Approaches in Applied Artificial Intelligence,,,,10.1007/978-3-319-19066-2_40,Shuotao YangHong YuWeiwei DengXiaochen Lai,2015,https://link.springer.com/chapter/10.1007/978-3-319-19066-2_40,Conference paper
Fault-Channel Watermarks,Information Security Theory and Practice,,,,10.1007/978-3-319-45931-8_13,Peter SamarinAlexander SkripnikKerstin Lemke-Rust,2016,https://link.springer.com/chapter/10.1007/978-3-319-45931-8_13,Conference paper
Software Architecture and Software Quality,Computational Science and Its Applications – ICCSA 2016,,,,10.1007/978-3-319-42092-9_12,Michal ŽemličkaJaroslav Král,2016,https://link.springer.com/chapter/10.1007/978-3-319-42092-9_12,Conference paper
Heterogeneous Architectures: Malware and Countermeasures,Secure System Design and Trustable Computing,,,,10.1007/978-3-319-14971-4_13,Flavio LombardiRoberto Di Pietro,2016,https://link.springer.com/chapter/10.1007/978-3-319-14971-4_13,Chapter
Detecting plagiarized mobile apps using API birthmarks,Automated Software Engineering,,,,10.1007/s10515-015-0182-6,Daeyoung KimAmruta GokhaleVinod GanapathyAbhinav Srivastava,2015,https://link.springer.com/article/10.1007/s10515-015-0182-6,Article
FPGuard: Detection and Prevention of Browser Fingerprinting,Data and Applications Security and Privacy XXIX,,,,10.1007/978-3-319-20810-7_21,Amin FaizKhademiMohammad ZulkernineKomminist Weldemariam,2015,https://link.springer.com/chapter/10.1007/978-3-319-20810-7_21,Conference paper
Constructing Semantic Models of Programs with the Software Analysis Workbench,"Verified Software. Theories, Tools, and Experiments",,,,10.1007/978-3-319-48869-1_5,Robert DockinsAdam FoltzerJoe HendrixBrian HuffmanDylan McNameeAaron Tomb,2016,https://link.springer.com/chapter/10.1007/978-3-319-48869-1_5,Conference paper
Memory Management,Retrogame Archeology,,,,10.1007/978-3-319-30004-7_2,John Aycock,2016,https://link.springer.com/chapter/10.1007/978-3-319-30004-7_2,Chapter
Testing of aspect-oriented programs: difficulties and lessons learned based on theoretical and practical experience,Journal of the Brazilian Computer Society,,,,10.1186/s13173-015-0040-1,Fabiano C. FerrariBruno B. P. CafeoThiago G. LevinJésus T. S. LacerdaOtávio A. L. LemosJosé C. MaldonadoPaulo C. Masiero,2015,https://link.springer.com/article/10.1186/s13173-015-0040-1,Article
Protecting Android Apps Against Reverse Engineering by the Use of the Native Code,"Trust, Privacy and Security in Digital Business",,,,10.1007/978-3-319-22906-5_8,Mykola ProtsenkoTilo Müller,2015,https://link.springer.com/chapter/10.1007/978-3-319-22906-5_8,Conference paper
Insight: An Open Binary Analysis Framework,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-662-46681-0_18,Emmanuel FleuryOlivier LyGérald PointAymeric Vincent,2015,https://link.springer.com/chapter/10.1007/978-3-662-46681-0_18,Conference paper
An empirical study of emergency updates for top android mobile apps,Empirical Software Engineering,,,,10.1007/s10664-016-9435-7,Safwat HassanWeiyi ShangAhmed E. Hassan,2016,https://link.springer.com/article/10.1007/s10664-016-9435-7,Article
AUSPICE: Automatic Safety Property Verification for Unmodified Executables,"Verified Software: Theories, Tools, and Experiments",,,,10.1007/978-3-319-29613-5_12,Jiaqi TanHui Jun TayRajeev GandhiPriya Narasimhan,2016,https://link.springer.com/chapter/10.1007/978-3-319-29613-5_12,Conference paper
Hardware and Software,Stack Frames,,,,10.1007/978-1-4842-2181-5_1,Giuseppe Di Cataldo,2016,https://link.springer.com/chapter/10.1007/978-1-4842-2181-5_1,Chapter
How We Found These Vulnerabilities in Android Applications,International Conference on Security and Privacy in Communication Networks,,,,10.1007/978-3-319-23802-9_32,Bin Ma,2015,https://link.springer.com/chapter/10.1007/978-3-319-23802-9_32,Conference paper
Towards Practical Whitebox Cryptography: Optimizing Efficiency and Space Hardness,Advances in Cryptology – ASIACRYPT 2016,,,,10.1007/978-3-662-53887-6_5,Andrey BogdanovTakanori IsobeElmar Tischhauser,2016,https://link.springer.com/chapter/10.1007/978-3-662-53887-6_5,Conference paper
A large study on the effect of code obfuscation on the quality of java code,Empirical Software Engineering,,,,10.1007/s10664-014-9321-0,Mariano CeccatoAndrea CapiluppiPaolo FalcarinCornelia Boldyreff,2014,https://link.springer.com/article/10.1007/s10664-014-9321-0,Article
Partial evaluation of string obfuscations for Java malware detection,Formal Aspects of Computing,,,,10.1007/s00165-016-0357-3,Aziem ChawdharyRanjeet SinghAndy King,2016,https://link.springer.com/article/10.1007/s00165-016-0357-3,Article
AppSpear: Bytecode Decrypting and DEX Reassembling for Packed Android Malware,"Research in Attacks, Intrusions, and Defenses",,,,10.1007/978-3-319-26362-5_17,Wenbo YangYuanyuan ZhangJuanru LiJunliang ShuBodong LiWenjun HuDawu Gu,2015,https://link.springer.com/chapter/10.1007/978-3-319-26362-5_17,Conference paper
A Fully Automatic Theorem Prover with Human-Style Output,Journal of Automated Reasoning,,,,10.1007/s10817-016-9377-1,M. GanesalingamW. T. Gowers,2016,https://link.springer.com/article/10.1007/s10817-016-9377-1,Article
Mapping with Annotations,Beginning Hibernate,,,,10.1007/978-1-4842-2319-2_6,Joseph B. OttingerJeff LinwoodDave Minter,2016,https://link.springer.com/chapter/10.1007/978-1-4842-2319-2_6,Chapter
Conclusion,"Information Systems Reengineering, Integration and Normalization",,,,10.1007/978-3-319-12295-3_10,Joseph Shi Piu Fong,2015,https://link.springer.com/chapter/10.1007/978-3-319-12295-3_10,Chapter
"Information Systems Reengineering, Integration and Normalization","Information Systems Reengineering, Integration and Normalization",,,,10.1007/978-3-319-12295-3_1,Joseph Shi Piu Fong,2015,https://link.springer.com/chapter/10.1007/978-3-319-12295-3_1,Chapter
Repackaging Attack on Android Banking Applications and Its Countermeasures,Wireless Personal Communications,,,,10.1007/s11277-013-1258-x,Jin-Hyuk JungJu Young KimHyeong-Chan LeeJeong Hyun Yi,2013,https://link.springer.com/article/10.1007/s11277-013-1258-x,Article
Security,iOS eCommerce App Development with Parse,,,,10.1007/978-1-4842-1317-9_18,Liangjun Jiang,2015,https://link.springer.com/chapter/10.1007/978-1-4842-1317-9_18,Chapter
“To Share or not to Share” in Client-Side Encrypted Clouds,Information Security,,,,10.1007/978-3-319-13257-0_24,Duane C. WilsonGiuseppe Ateniese,2014,https://link.springer.com/chapter/10.1007/978-3-319-13257-0_24,Conference paper
SAM: The Static Analysis Module of the MAVERIC Mobile App Security Verification Platform,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-662-46681-0_19,Alessandro ArmandoGianluca BocciGiantonio ChiarelliGabriele CostaGabriele De MaglieRocco MammolitiAlessio Merlo,2015,https://link.springer.com/chapter/10.1007/978-3-662-46681-0_19,Conference paper
Automation in construction scheduling: a review of the literature,The International Journal of Advanced Manufacturing Technology,,,,10.1007/s00170-015-7339-0,Vahid FaghihiAli NejatKenneth F. ReinschmidtJulian H. Kang,2015,https://link.springer.com/article/10.1007/s00170-015-7339-0,Article
The Lifetime of Android API Vulnerabilities: Case Study on the JavaScript-to-Java Interface,Security Protocols XXIII,,,,10.1007/978-3-319-26096-9_13,Daniel R. ThomasAlastair R. BeresfordThomas CoudrayTom SutcliffeAdrian Taylor,2015,https://link.springer.com/chapter/10.1007/978-3-319-26096-9_13,Conference paper
Game of detections: how are security vulnerabilities discovered in the wild?,Empirical Software Engineering,,,,10.1007/s10664-015-9403-7,Munawar HafizMing Fang,2015,https://link.springer.com/article/10.1007/s10664-015-9403-7,Article
Analyzing Security of Korean USIM-Based PKI Certificate Service,Information Security Applications,,,,10.1007/978-3-319-15087-1_8,Shinjo ParkSuwan ParkInsu YunDongkwan KimYongdae Kim,2015,https://link.springer.com/chapter/10.1007/978-3-319-15087-1_8,Conference paper
Streaming Computing Technology for Android Applications: Design Model and Case Study,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-3-319-27161-3_33,Binji MoYang XuGuojun Wang,2015,https://link.springer.com/chapter/10.1007/978-3-319-27161-3_33,Conference paper
Uranine: Real-time Privacy Leakage Monitoring without System Modification for Android,Security and Privacy in Communication Networks,,,,10.1007/978-3-319-28865-9_14,Vaibhav RastogiZhengyang QuJedidiah McClurgYinzhi  CaoYan Chen,2015,https://link.springer.com/chapter/10.1007/978-3-319-28865-9_14,Conference paper
Partial Evaluation for Java Malware Detection,Logic-Based Program Synthesis and Transformation,,,,10.1007/978-3-319-17822-6_8,Ranjeet SinghAndy King,2015,https://link.springer.com/chapter/10.1007/978-3-319-17822-6_8,Conference paper
Processor Rescue,"Intelligent Software Methodologies, Tools and Techniques",,,,10.1007/978-3-319-22689-7_10,Peter T. BreuerJonathan P. BowenSimon Pickin,2015,https://link.springer.com/chapter/10.1007/978-3-319-22689-7_10,Conference paper
