citation_key,decision,confidence,reason
harrand_strengths_2019,exclude,0.96,ML/DLが研究の中心でなく、単なるデコンパイラ評価調査のため、IN1を満たさずEX-IN1で除外する
wiedemeier_pylingual_2025,include,0.95,ML/DL を用いた NLP コンポーネントが提案手法の核心であり、目的は Python バイトコードから高級言語ソースへの完全なデコンパイルで、入力はバイナリ(PYC)、出力は高級言語ソースコードという範囲に合致するため。
han_queryx_2023,exclude,0.97,本研究はバイナリのバグ検出・シンボリック解析が主目的であり、デコンパイルは手段に過ぎず、ML/DLも使用していないため除外対象（EX-A3・EX-IN1）です。
ahad_pyfet_2023,exclude,0.96,本文は機械学習／深層学習を中核とした手法を示しておらず、ML/DL が主要要素でないため EX-IN1 に該当します。
sateanpattanakul_java_2022,exclude,0.85,ML（KNN）を用いてバイトコードを分類しデコンパイラを支援するが、出力は分類ラベルやガイダンスであり、ソースコードや高級擬似コードの生成・高級化には至らないため、範囲外（EX-B3）
sharikov_methodology_2025,exclude,0.96,ML/DLが研究の中核となっておらず、デコンパイルは手段であり目的はデジタル透かし埋め込みであるため、IN1が満たされずEX-IN1で除外。
lacomis_dire_2019,include,0.96,論文はニューラルネットワークを用いた手法（IN1）で、目的はデコンパイル後の変数名を復元し可読性を向上させること（IN2）。主入力はデコンパイル出力、主出力は高級表現に近い変数名付与であり、スコープ内（IN3）。したがって採択基準を満たす。
al-kaswan_extending_2023,exclude,0.95,目的がバイナリ関数の自然言語要約生成であり、デコンパイルや可読性向上（高級化）ではないため、IN2 を満たさず除外
alsabbagh_control_2021,exclude,0.98,ML/DLが中核でなく、デコンパイルは攻撃の手段であり主目的が高級化や復元ではないため
liao_augmenting_2025,include,0.95,LLM を中核とした手法で、スマートコントラクトのデコンパイル出力を高級言語ソースに近づける目的・入力（バイナリ/デコンパイラ出力）・出力（改善されたソース）を満たすため、全てのインクルージョン基準をクリアしている。
she_wadec_2024-1,include,0.95,LLMを中核に用いたWasmバイナリから高級ソースコードへのデコンパイルが主目的で、入力・出力がスコープ内に合致するため
park_static_2023,exclude,0.96,本文に機械学習／ディープラーニングが中心的に使われている記述がなく、デコンパイルは静的解析の手段に過ぎないため、IN1を満たさずEX-IN1で除外
yang_human_2025,exclude,0.97,本稿はAI生成変数名・型名のユーザ評価を行うヒューマンスタディであり、ML/DLは手段に過ぎず新規手法の提案や評価が主目的ではない（EX-IN1・EX-C1）。
zhang_optimizing_2024,exclude,0.96,論文は自己再帰インライン展開の逆変換手法を提案しているが、機械学習／ディープラーニングを中核技術として使用していないため、IN1を満たさず除外（EX‑IN1）。
armengol-estape_slade_2024-1,include,0.97,Transformer を中核としたニューラルデコンパイラで、バイナリ/アセンブリから高級言語コードを生成し可読性向上を目的としている。入力がアセンブリ、出力が高級言語ソースであり、対象外条件に該当しないため、基準をすべて満たす。
pal_len_2024,include,0.96,ML/DL（BERT）が中心技術で、目的はデコンパイル出力の変数名予測による可読性向上であり、入力はデコンパイルコード、出力は高級言語レベルの変数名付与という復元/高級化に該当するため。
reiter_automatically_2025,exclude,0.92,本文献はバイナリ関数をデコンパイルして修正する手法を提案しているが、機械学習・深層学習が中心技術として示されておらず、ML/DLが主要要素でないため (EX-IN1) と判断した。
sang_control_2024,exclude,0.95,本文に機械学習／ディープラーニングの利用が記載されておらず、ML/DLが研究の中核でないため除外（EX-IN1）
korencik_symbolic_2020,exclude,0.96,本文はデコンパイル後のLLVM IRを用いた形式的検証・シンボリック実行に焦点を当てており、機械学習・深層学習は主軸技術として使用されていないため、IN1を満たさず除外（EX-IN1）となります。
magin_heros_2025,exclude,0.97,目的はObjective-Cバイナリの静的タイント分析であり、デコンパイルや高級化が主目的ではなく手段に過ぎない（EX-A）
izrailov_gremc_2024,include,0.86,遺伝的アルゴリズムを中心とした機械学習手法でバイナリからCソースを復元し、デコンパイル・可読化が主要目的であり、入力が機械コード、出力が高級言語ソースという範囲に合致するため。
cao_revisiting_2023,include,0.93,ML/DL（Transformer）が中心で、目的は変数型・名前の付与による可読性向上（デコンパイル高級化）であり、入力はデコンパイラ出力、出力は高級言語コードに近い形であるため、全てのIN条件を満たす。
ahmed_learning_2022,exclude,0.86,MLは中心だが、目的は最適化されたバイナリ中の関数呼び出し復元という識別タスクであり、ソースコードや擬似コードの生成・高級化が主目的ではなく、出力もコードではなく関数使用情報のラベル付けになるため除外対象（EX‑A1/EX‑B3）。
liu_sok_2022,exclude,0.96,本文では機械学習やディープラーニングを主要手法として用いていないため、IN1を満たさず除外（EX-IN1）。
slawinski_applications_2019,exclude,0.96,目的がマルウェア／ベニン分類であり、デコンパイルは手段に過ぎず可読性向上や高級言語復元が主目的ではないため（EX-A1）。
smith_irene_2024,exclude,0.96,ML/DLが中心技術として示されておらず、デコンパイルは手法の一部に過ぎないため、IN1未達成（EX-IN1）です。
ahmad_ali_qureshi_apk_2024,exclude,0.9,抽象で機械学習／ディープラーニングが主要手法として言及されておらず、ML/DLが中核でないため除外（EX-IN1）
enders_jump-table-agnostic_2025,exclude,0.95,本文・要旨に機械学習・ディープラーニングの使用が示されておらず、ML/DLが研究の中心でないため、基準EX-IN1に該当します。
li_stan_2020,exclude,0.96,本論文の主目的はバイトコードの自然言語記述生成であり、ソースコードや擬似コードへの復元・高級化ではなく、デコンパイルや可読性向上を目的としていない（EX-A）。出力も高級言語コードや構造化擬似コードではなく説明文であり、IN2・IN3 を満たさないため除外する。
bodei_language-independent_2018,exclude,0.96,ML/DLが中心でなく、SMTソルバを用いた手法のためEX-IN1に該当
zubair_control_2022,exclude,0.96,ML/DLが中核でない（抽象にML/DLの記述なし）ため、IN1を満たさずEX-IN1で除外
semenov_obfuscated_2019,exclude,0.93,ML/DLが主要手法として使用されておらず、目的がコード品質測定でありデコンパイルや可読性向上が主目的ではないため
enders_pidarci_2021,exclude,0.96,本文では機械学習／深層学習が中心的手法として使用されておらず、手法は静的なパターンマッチングや手動ルールに基づくものなので、IN1 を満たさず EX‑IN1 に該当します。
chen_investigating_2023,exclude,0.95,目的はバイナリ関数の名前付与（分類タスク）であり、デコンパイルや高級化・可読性向上が主目的ではないため、EX‑A1 に該当する。
yu_bytecode_2022,exclude,0.96,本文に機械学習・深層学習の使用が示されず、ML/DLが研究の中核でないため（EX-IN1）。さらに目的はバイトコード難読化であり、デコンパイルや可読性向上が主目的ではない。
lee_identifying_2023,exclude,0.96,抽象からは機械学習・深層学習が主要手法として示されておらず、ML/DLが中核でないため除外（EX-IN1）です。
behner_sok_2025,exclude,0.96,抄録に機械学習・深層学習に関する記述がなく、手法はパターンマッチング中心のレビュー・調査であり、ML/DL が研究の中核でないため（EX‑IN1）。
peng_bctd-ics_2025,exclude,0.96,目的がICSコンポーネントの検出・プライバシー保護であり、デコンパイルや可読性向上が主目的ではない（EX-A）。MLは補助的に使用されているが、中心課題は検出フレームワークであるため対象外。
lu_research_2021,exclude,0.98,ML/DL が中核で利用されておらず、暗号化・難読化によるデコンパイル防止が目的のため、IN1 を満たさない。
r_designing_2025,exclude,0.96,目的がマルウェア検出であり、デコンパイルは補助手段に過ぎず、機械学習・深層学習が主要手法として使われていないため
tahtaci_android_2020,exclude,0.96,目的がマルウェア検出（分類）であり、デコンパイルやコード高級化が主目的ではないため（EX-A）。
aminuddin_android_2020,exclude,0.99,研究は暗号化による資産保護であり、機械学習・ディープラーニングが中核要素ではないため、基準EX-IN1で除外
han_binary_2022,exclude,0.96,目的がバイナリ脆弱性検出であり、デコンパイルやコード高級化ではなく、脆弱性検出が主目的（EX-A3）
xiao_xvmp_2023,exclude,1.0,ML/DLが中核でなく、デコンパイルや可読性向上が目的ではないため除外（EX-IN1）
maalla_improves_2020,exclude,0.96,ML/DLが中核でなく、目的はDC送電システムの運用・保守改善であり、デコンパイルや可読性向上とは無関係です。
zhu_similarity_2021,exclude,0.96,目的はバイトコードの類似度測定であり、デコンパイルや可読性向上が主目的ではなく、ML/DLも中心技術と示されていないため、EX-A2（類似度測定）とEX-IN1に該当します。
wahaz_is_2021,exclude,0.95,ML/DLが研究の中核でなく、デコンパイルは目的ではなくマルウェア検出の手段として使用されているため（EX-IN1）。
nghi_phu_efficient_2019,exclude,0.96,目的がマルウェア検出という分類タスクであり、デコンパイルや可読性向上が主目的ではない（EX-A1）。さらにML/DLは主要手法として示されていない（EX-IN1）。
feng_research_2020,exclude,0.96,ML/DLが研究の中心でなく、デコンパイルや可読性向上が主目的ではなく情報セキュリティリスク分析・対策が対象のため、EX-IN1に該当します。
han_binary_2020,exclude,0.95,目的がバイナリ脆弱性検出であり、デコンパイルや可読性向上が主目的ではないため（EX-A3）。
kim_pildroid_2019,exclude,0.96,ML/DLが中心でなく、主目的がプライバシー情報漏洩検出であり、デコンパイルや可読性向上が副次的な手段にすぎないため
fang_research_2021,exclude,0.98,目的がマルウェア検出（分類）であり、デコンパイルは特徴抽出の手段にすぎないため、デコンパイル／可読性向上が主目的ではない（EX-A1）。
huang_runtime-environment_2019,exclude,0.96,本文は Android アプリのテスト向上が目的で、ML/DL を中心技術として使用していないため（IN1 不成立）
adamec_malware_2025,exclude,0.95,目的がマルウェア検出（分類）であり、デコンパイルや可読性向上が主目的ではないため、EX-A1（分類タスク）に該当します。
corcalciuc_low-level_2018,exclude,0.96,ML/DL が研究の中核ではなく、目的もデコンパイルや可読性向上ではなく攻撃パターンの提示であるため、IN1 を満たさず EX-IN1 に該当します。
lv_research_2022,exclude,0.96,本稿はLLVMを用いたコード難読化手法を提案しており、機械学習／深層学習を利用している記述がなく、ML/DLが研究の中核でないため IN1 を満たさず除外（EX‑IN1）
li_research_2023,exclude,0.95,目的が偽アプリの検出・分類であり、デコンパイルやコードの可読性向上が主目的ではないため（EX-A）。
bhattacharjee_hybrid_2025,exclude,0.93,目的がマルウェア検出であり、デコンパイルやコード可読性向上が主目的ではないため、EX-A（目的が別タスク）に該当します。
yama_machine_2025,exclude,0.96,目的がマルウェア分類であり、デコンパイルやコードの可読性向上が主目的ではないため（EX-A1）。
domas_advanced_2024,exclude,0.96,要旨に機械学習・深層学習に関する記述がなく、ML/DLが研究の中核となっていないため（EX‑IN1）。
wu_malicious_2024,exclude,0.95,目的がマルウェア検出であり、デコンパイルや可読性向上が主目的ではない（EX-A）
chen_mobile_2021,exclude,0.96,論文は制御フロー・データフロー混乱によるコード難読化手法を提案しており、目的はデコンパイルや可読性向上ではなく防御である上、ML/DL を中核に用いている記述がなく、IN1・IN2 を満たさないため除外（EX-IN1）。
yu_android_2019,exclude,0.96,目的はAndroidマルウェアの検出であり、デコンパイルや可読性向上ではなく分類タスクなのでEX-A1に該当し除外
johri_amadel_2025,exclude,0.96,主目的がマルウェア検出であり、デコンパイルは前処理に過ぎずデコンパイル／可読性向上が目的ではない（EX-A）。
krishnaswamy_mbased_2024,exclude,0.97,ML/DLが中核でないため（EX-IN1）
zhao_research_2024,exclude,0.96,ML/DLが研究の中核で使用されておらず、デコンパイルや可読性向上を目的とした手法でもないため（EX-IN1）
chu_security_2019,exclude,0.95,ML/DLが中核でなく、主目的がセキュリティ・プライバシー分析であり、デコンパイルは副次的手段のため（EX‑A）
bragagnolo_smartinspect_2018,exclude,0.95,本文はデコンパイル技術によるスマートコントラクト状態の可視化を提案しているが、機械学習・ディープラーニングは中心要素として言及されておらず、IN1を満たさないため除外と判断した。
akarsh_deep_2019,exclude,0.98,目的がマルウェアの分類であり、デコンパイルやコードの可読性向上が主目的ではないため（EX‑A）。
gao_malware_2022,exclude,0.98,目的がマルウェア検出であり、デコンパイルや可読性向上ではなく、出力も分類ラベルであるため、EX-A と EX-B に該当する。
zhang_osprey_2021,exclude,0.95,ML/DLが手法の中核ではなく、確率的制約解法のみであるためIN1を満たさず除外 (EX-IN1)。
costa_lightweight_2023,exclude,0.99,目的がマルウェア検出であり、デコンパイルや可読性向上を主目的としていないため（EX-A）
alsabbagh_stealth_2021,exclude,0.96,本論文の主目的はPLCへのステルスプログラム注入攻撃の実証であり、デコンパイルは攻撃実施の手段に過ぎない（目的がデコンパイル/可読性向上ではない）。さらにML/DLは使用されていない。
zhao_deep_2018,exclude,0.95,主目的がマルウェア検出であり、デコンパイルやコードの可読性向上が目的ではないため
rodriguez-bazan_android_2023,exclude,0.95,目的がAndroidランサムウェアの分類であり、デコンパイルやコードの可読性向上ではなく、MLは中心だが主目的が分類タスクなのでEX-A1に該当
nethala_deep_2025,exclude,0.96,目的はマルウェア検出であり、デコンパイルやコードの可読性向上が主目的ではないため（EX-A）。ML/DLは中心技術だが、IN2を満たさない。
wang_smart_2022,exclude,0.96,目的はスマートコントラクトの脆弱性検出であり、デコンパイルは前処理に過ぎず、デコンパイルや可読性向上が主目的ではないため除外（EX-A3）。
zhang_bian_2023,exclude,0.95,目的がスマートコントラクトの難読化であり、デコンパイルや可読性向上が主目的ではないため（EX-A）。ML/DL の使用も示されていない。
zhang_fault_2022,exclude,0.99,研究の主目的は電力変圧器の故障診断であり、デコンパイルやコードの可読性向上とは無関係（EX-A）。
han_research_2021,exclude,0.96,目的がAPTマルウェアの検出であり、デコンパイルや可読性向上が主目的ではないため除外
zhang_novel_2024,exclude,0.96,目的がマルウェアの検出・分類であり、デコンパイルや可読性向上が主目的ではないため（EX-A1）
hua_mmguard_2021,exclude,0.98,目的がモデル保護・認証であり、デコンパイルや可読性向上が主目的ではないため（EX-A）
chen_android_2024,exclude,0.96,目的はマルウェアファミリのクラスタリングであり、デコンパイルや可読性向上が主目的ではない（EX-A）。MLは用いているが、復元タスクを目指していないため除外。
s_reverse_2023,exclude,0.96,本稿はAndroid逆向きツールの体系的調査であり、ML/DLを中心とした手法の提案や実装がなく、デコンパイルや可読性向上そのものが目的ではなく、ツール紹介・比較が主旨であるため、EX‑C1 に該当し除外する。
tirkey_anatomizing_2019,exclude,0.96,目的がマルウェアの分類であり、デコンパイルやコードの可読性向上が主目的ではないため、EX-A1 に該当します。
kurniawan_hybrid_2024,exclude,0.96,目的はAndroidマルウェアの検出・分類であり、デコンパイルやコードの可読性向上は副次的な工程に過ぎないため、IN2を満たさずEX-A（分類タスク）に該当する。
ogwara_mobdroid_2020,exclude,0.96,目的はマルウェア検出（分類）であり、デコンパイルや可読性向上が主目的ではない（EX-A1）。
xia_bcontext2name_2023,exclude,0.93,目的が関数名付与（ラベル付与）の分類タスクであり、デコンパイルや可読性向上（高級化）ではないため EX-A1 に該当
ayub_charlie_2024,exclude,0.98,本文で機械学習／ディープラーニングが中核技術として言及されておらず、目的はPLC制御ロジックへの攻撃手法の提案であり、デコンパイルや可読性向上が主目的ではないため、EX‑IN1 に該当します。
mk_comprehensive_2025,exclude,0.92,本文では機械学習／ディープラーニングが主要手法として使用されておらず、デコンパイルはセキュリティ評価の補助的手段に過ぎないため、基準IN1を満たさず除外と判断した。
bosse_tiny_2023,exclude,0.92,目的はIoT向けMLモデルの仮想化・更新であり、バイナリやアセンブリから高級言語ソースコードへの復元や可読性向上が主目的ではない（EX-A）
xia_firmware_2023,exclude,0.96,目的がバイナリ脆弱性検出であり、デコンパイルやコード高級化が主目的ではない（EX-A3）
adams_blockchain_2024,exclude,0.99,ML/DLが研究の中核でなく、目的もデコンパイルや可読性向上ではなくブロックチェーン・スマートコントラクトのフレームワーク構築であるため、EX-IN1で除外
borrello_customprocessingunit_2023,exclude,0.97,ML/DLが研究の中核ではなく、デコンパイルはツール実装目的であり、MLベースの手法が提示されていないため（EX-IN1）
lin_reifunc_2024,exclude,0.95,目的がバイナリ中のインライン関数を識別することにあり、デコンパイルや可読性向上（高級化）ではないため EX-A1 に該当
seixas_high-accuracy_2025,exclude,0.98,目的がランサムウェア検出（分類）であり、デコンパイルや可読性向上が主目的ではない（EX-A1）
luo_binary_2025,exclude,0.96,目的がバイナリコードの類似性検出であり、デコンパイルや可読性向上が主目的ではない（EX-A）
verbeek_formally_2025-1,exclude,0.96,論文は形式的検証されたバイナリレベルのポインタ解析を提案しており、機械学習／ディープラーニングは使用されていないため、ML/DLが中核でない（EX-IN1）
ghimire_survey_2025,exclude,0.96,サーベイ論文であり、AIを用いた新規デコンパイル手法の提案・評価が主体でないため除外
rajendran_ai-based_2025,exclude,0.98,目的がマルウェア分類であり、デコンパイルや可読性向上が主目的ではないため除外（EX-A）
wang_typeforge_2025,uncertain,0.6,目的が型情報復元でありデコンパイル／可読性向上かが不明確、出力が高級ソースコードかどうか曖昧、LLMは選択段階で使用されるが中心的か判定できないため
huang_firmccf_2026,exclude,0.95,目的が暗号関数の脆弱性検出であり、デコンパイルや可読性向上ではなく脆弱性検出（EX-A3）に該当するため。
wang_research_2024,exclude,0.99,本文に機械学習／ディープラーニングが中核で使用されておらず、目的はコード仮想化による保護であり、デコンパイルや可読性向上が主目的ではないため EX‑IN1 に該当します。
chen_software_2024,exclude,0.95,目的はソフトウェア多様化による保護であり、デコンパイルは手段に過ぎず、ML/DLも用いていないため、IN1・IN2を満たさない。
priambodo_malqwen_2025,exclude,0.95,目的がデコンパイルや可読性向上ではなく、LLMによるマルウェア分析レポート生成であるため（EX-A）
guo_android_2024,exclude,0.96,ML/DLが主要要素でなく、目的はアプリ強化・ハードニングであり、デコンパイルや可読性向上が主目的ではないため
hartman_cross-architecture_2025,exclude,0.96,目的が関数指紋付与・類似検索であり、デコンパイルやコードの可読性向上ではなく、出力も高級言語コードや擬似コードではないため除外（EX-A1・EX-B3）。
naliapara_maia_2025,exclude,0.9,目的がマルウェア分析・脅威インテリジェンス支援であり、デコンパイルや可読性向上が副次的な手段に過ぎないため（EX-A）。
izrailov_reengineering_2025,exclude,0.92,目的が脆弱性検索であり、デコンパイルや可読性向上が主目的ではなく脆弱性検出（EX-A3）に該当するため
hossain_mollah_enhanced_2025,exclude,0.96,目的はマルウェア検出であり、デコンパイルや可読性向上が主目的ではなく除外基準 EX-A に該当するため
feng_interactive_2025,include,0.98,LLM を中核に用いたエンドツーエンドのデコンパイル手法で、入力はアセンブリ／バイナリ、出力は高級言語コードという目的・入出力が基準を満たすため
aljebreen_binary-source_2025,exclude,0.96,目的がバイナリ‑ソースコードのマッチング（類似検索）であり、デコンパイルは手段に過ぎないため除外 (EX-A2)。さらにML/DLは用いられていない。
li_iradt_2024,exclude,0.9,出力がLLVM IRという低レベルIRであり、ソースコードや高級擬似コードへの復元・高級化ではないため、除外基準 EX-B1 に該当する。
alcocer_use_2024,include,0.9,ML（SMT）を中心手法とし、デコンパイルされたコードの変数名を提案して可読性を高めることが主目的で、入力はデコンパイルコード、出力は変数名（ソース相当の情報）として要件を満たすため。
gribkov_analysis_2023,exclude,0.95,主目的がバイナリ断片の類似性検出であり、デコンパイルは前処理に過ぎないため、目的がデコンパイル／可読性向上ではなく除外（EX-A2）となります。
gregorio_e-apk_2023,exclude,0.96,目的はエネルギーパターン検出という解析であり、デコンパイルは手段にすぎない（IN2 未達）。ML/DL の利用も示されていないため IN1 も満たさず、デコンパイル研究の対象外 (EX-A) となる。
dramko_dire_2023-1,include,0.95,ML/DLが中心で変数名予測という可読性向上（高級化）を主目的とし、入力はデコンパイラ出力、出力は高級言語レベルの変数名付与であり、除外要件を満たさないため
kargen_android_2023,exclude,0.96,ML/DLが研究の中核でなく、デコンパイラの性能評価のみを行う経験的研究であるため、基準IN1を満たさず除外
wang_binvuldet_2023,exclude,0.96,本研究の主目的はバイナリ脆弱性検出であり、デコンパイルは脆弱性抽出のための前処理に過ぎない。デコンパイルや可読性向上が主要タスクではないため、EX-A3 に該当し除外する。
liang_neutron_2021,include,0.95,ML/DL（注意機構を用いたNMT）が提案手法の中心であり、目的はバイナリ/アセンブリから高級言語へのデコンパイル（可読性向上）で、入力は低レベルコード、出力は高級言語ソースと定義通りであるため、IN1・IN2・IN3すべてを満たす
harrand_java_2020,exclude,0.96,本文は既存のJavaデコンパイラの比較と新規デコンパイラの統合手法を提案しているが、機械学習／ディープラーニングを中核技術として用いていないため、IN1を満たさず除外 (EX‑IN1) となります。
mateless_decompiled_2020,exclude,0.95,目的はマルウェアの分類・検出であり、デコンパイルは特徴抽出の前処理にすぎないため、デコンパイル／高級化が主目的ではなく EX-A1 に該当する。
qasim_control_2020,exclude,0.97,本文では機械学習や深層学習が使用されている記述がなく、デコンパイラは既存のエンジニアリングソフトウェアの機能を利用しているため、ML/DLが中核でない（EX‑IN1）。
kumar_malsff_2026,exclude,0.96,目的がマルウェア検知（分類）であり、デコンパイルや可読性向上が主目的ではないため（EX-A1）
prasad_andromd_2025,exclude,0.96,本研究はAndroidマルウェア検出（分類）が主目的であり、デコンパイルやコードの可読性向上を目的としていないため
zhao_feature_2026,exclude,0.96,目的がマルウェア検出であり、デコンパイルや可読性向上が主目的でないため（EX-A）
bai_nature_2025,exclude,0.99,ML/DLが研究の中核でなく、目的もバイナリのデコンパイルや可読性向上ではなく材料工学であるため、基準EX-IN1に該当します。
karamitas_recover_2025,exclude,0.96,論文はML/DLを主要手法として用いておらず、純粋なアルゴリズム/解析手法によるバイナリのコンパイル単位推定であるため、EX‑IN1 に該当し除外される。
bojic_modernizing_2025,include,0.92,LLM を中心に利用し、バイナリやデコンパイル出力から高級言語（Python）へ変換することを主目的としているため、IN1・IN2・IN3 をすべて満たす。
peng_decentralized_2026,exclude,0.98,ML/DLが研究の中核ではなく、目的はゼロダイナミック攻撃への防御でありデコンパイルや可読性向上が主目的ではないため、EX‑IN1に該当します。
liu_compiler_2025,exclude,0.97,目的がコンパイラバージョンの分類であり、デコンパイルや可読性向上が主目的ではない（EX-A1）
vu_minh_static_2025,exclude,0.97,主目的がマルウェア検出（分類）であり、デコンパイルは前処理に過ぎず、デコンパイルや可読性向上が目的ではないため
ren_low_2025,exclude,0.98,本文に機械学習/深層学習は登場せず、目的はFPGAビットストリームの復号・復元であり、ソースコードへのデコンパイルや可読性向上ではないため、IN1・IN2を満たさず除外（EX-IN1）
thabit_detecting_2025,exclude,0.96,目的がマルウェア検出（分類）であり、デコンパイルや可読性向上が主目的ではないため EX-A 系の除外基準に該当します。
cui_sensitive_2025,exclude,0.96,目的がIoTデバイスの脆弱性検出・ファジングであり、デコンパイルや可読性向上が主目的ではなく、ML/DLも使用していないため
yu_crosscode2vec_2025,exclude,0.96,目的はコード類似性検出であり、デコンパイルや可読性向上が主目的ではない（EX-A）
balogh_using_2024,exclude,0.95,主目的が脆弱性検出やログ分析といった識別タスクであり、デコンパイルや可読性向上が目的ではない（EX-A1/EX-A3）。
xiang_fine-grained_2025,exclude,0.95,本稿はML/DLを用いず、目的はAndroidアプリの静的タイント分析であり、デコンパイルやコードの可読性向上が主目的ではないため、IN1・IN2を満たさず除外（EX-IN1）
li_gmadv_2024,exclude,0.98,本研究の主目的は Android マルウェアの分類と変種生成であり、デコンパイルや可読性向上は副次的な要素でないため、目的がデコンパイル/高級化でない（EX‑A1）
drabent_how_2024,exclude,0.97,本文に機械学習／ディープラーニングの利用は示されておらず、ML/DLが研究の中核ではないため（EX-IN1）。目的はランサムウェア復旧であり、デコンパイルや可読性向上は副次的な手段にすぎない。
wu_comprehensive_2024,exclude,0.96,本稿はスマートコントラクトのセキュリティに関する調査・概観であり、デコンパイルや可読性向上が主目的ではなく、ML/DL が主要手法でもない上、 新規復元手法の提案もなくサーベイ論文に該当するため除外
avellaneda-tamayo_chemical_2024,exclude,0.96,ML/DLが中核でなく、目的もデコンパイルや可読性向上ではなく化学データの解析・多様性評価なので、IN1を満たさず除外（EX-IN1）
cheremisino_graph_2024,exclude,0.95,ML/DL が主要手法として用いられていない（グラフ手法のみ）ため、IN1 を満たさず除外（EX-IN1）
rodriguez-bazan_android_2023-1,exclude,0.96,目的がマルウェア分類であり、デコンパイルや可読性向上が主目的ではないため（EX-A1）
lebedev_using_2023,exclude,0.96,ML/DLが研究の中心に使われておらず、目的はコード保護（難読化）でありデコンパイルや可読性向上が主目的ではないため（EX-IN1）。
kim_neural_2023,exclude,0.9,目的はニューラルネットワーク内部表現の解析・低レベルコード化であり、バイナリやアセンブリからの高級言語復元・可読性向上が主目的ではないため、入力・出力がスコープ外（EX-B1）です。
wu_android_2023,exclude,0.97,論文の主目的は関数呼び出しグラフを用いたマルウェア検出であり、デコンパイルや可読性向上が目的ではないため、EX-A に該当し除外
zhang_chunked_2023,exclude,0.99,ML/DLが中核でなく、目的もデコンパイルや可読性向上ではないため、基準EX-IN1に該当します。
shi_sfcgdroid_2023,exclude,0.95,目的はマルウェア検出であり、デコンパイルやコードの可読性向上は手段に過ぎないため、目的がデコンパイル/高級化でない（EX-A）。
yuan_optimizing_2023,exclude,0.95,目的が脆弱性検出であり、デコンパイルや可読性向上が主目的ではないため（EX-A3）
ortin_analyzing_2023,exclude,0.95,目的はJavaコードの構文分析であり、デコンパイルや可読性向上が主目的ではない（EX-A）
chen_predicting_2023,exclude,0.95,目的がマルウェア検出（分類）であり、デコンパイルや可読性向上が主目的ではないため (EX-A1)。
sharma_visualizing_2023,exclude,0.96,目的がマルウェア検出であり、デコンパイルやコードの可読性向上を主目的としていないため除外（EX-A）
lu_research_2022,exclude,0.95,目的がマルウェア変種の検出/分類であり、デコンパイルや可読性向上はデータ作成の手段に過ぎず、主目的がデコンパイルではないため
wang_deep_2022,exclude,0.99,目的がマルウェアの検出・分類であり、デコンパイルや可読性向上ではない（EX-A1）
bolanos_rodas_image_2022,exclude,0.99,ML/DLが中核でない（IN1不成立）ため、デコンパイル研究対象外です。
shanmugam_electro_2022,exclude,0.95,目的はマルウェア検出（分類）であり、デコンパイルや可読性向上が主目的ではないため（EX‑A）。
huang_psps_2022,exclude,0.95,ML/DLが研究の中心でなく、デコンパイルやコードの可読性向上を目的としていないため
zhu_bigdata_2022,exclude,0.99,主目的がエネルギー変換モデルの最適化であり、デコンパイルや可読性向上が目的ではないため
mladentseva_responding_2022,exclude,0.96,本文に機械学習・ディープラーニングが主要手法として言及されておらず、ML/DLが中心でないため（EX-IN1）
guan_method_2021,exclude,0.96,目的がAndroidマルウェア検出であり、デコンパイルやコード可読性向上が主目的ではないため（EX‑A）
liu_learning-based_2021,exclude,0.95,目的はマルウェア検出（分類）であり、デコンパイルやコードの可読性向上が主目的ではなく、MLは検出器として使用されているためEX-A1に該当します。
li_malware_2022,exclude,0.97,目的がマルウェア分類であり、デコンパイルや高級化は主目的ではない（分類タスクのためEX‑A1）。
ortin_cnerator_2021,exclude,0.95,本稿の主目的は標準Cコードの確率的生成であり、デコンパイルや可読性向上は副次的利用例にすぎないため、目的が対象外（EX‑A）となる。
du_mobile_2021,exclude,0.95,ML/DL が主要手法として採用されておらず、グラフマイニングによるマルウェア検出が主目的であるため、IN1 を満たさず EX‑IN1 に該当します。
sasidharan_prodroid_2021,exclude,0.96,本研究の主目的はAndroidマルウェアの検出・分類であり、デコンパイルは特徴抽出の前処理に過ぎないため、デコンパイル/可読性向上が主目的ではない（EX‑A1）。
hu_design_2021,exclude,0.96,"MLは主要技術だが、目的はバティックパターンの生成でありデコンパイルや可読性向上ではなく、入力・出力もコードやバイナリではないため除外対象（EX-A, EX-B）"
ullah_clone_2021,exclude,0.96,目的はクローン検出であり、デコンパイルは前処理に過ぎないためデコンパイル・可読性向上が主目的ではない。また出力はクローン判定ラベルで、ソースコードや擬似コードの復元・高級化ではない。
bodei_fws_2021,exclude,0.96,本文・抄録に機械学習／深層学習に関する記述がなく、ML/DLが研究の中核でない（EX-IN1）ため除外
yang_android_2021,exclude,0.96,研究目的はマルウェア検出であり、デコンパイルは手段に過ぎず、デコンパイル／可読性向上が主目的ではない（EX-A）。
connor_forensic_2020,exclude,0.96,本稿はハードウェアの逆向き解析と手作業の逆アセンブル・デコンパイル手法を扱っており、機械学習／深層学習が中核要素でないため除外（EX-IN1）。
yang_malware_2020,exclude,0.96,目的がマルウェアの分類であり、デコンパイルや可読性向上は副次的な前処理にすぎないため、EX-A1（分類タスク）に該当します。
