citation_key,decision,confidence,reason
roessle_formally_2019,exclude,0.92,目的はバイナリの形式的検証であり、デコンパイルして得たコードをソース相当に復元することが主目的ではない（EX‑A3）。また機械学習は補助的で中心的手法ではなく、出力は等価性定理や形式的意味論であり、ソースコードや擬似コードの生成は行わない。
grech_madmax_2018,exclude,0.97,目的はガス関連の脆弱性検出であり、デコンパイルは副次的手段。ML/DLが中心でない点と、復元・高級化が主目的でない点からEX-A3／IN1に該当し除外
feichtner_automated_2018,exclude,0.92,目的が暗号学的誤用検出（脆弱性検出）であり、デコンパイルは解析手段に過ぎない（EX-A3）
classen_anatomy_2018,exclude,0.96,デコンパイルは脆弱性分析の手段であり、復元や高級化が主目的ではないためEX-A3に該当します。
senthivel_denial_2018,exclude,0.96,本文は機械学習／深層学習を使用せず、デコンパイルは攻撃分析の補助手段に過ぎず、主目的が攻撃手法の提示であるため、IN1・IN2を満たさず除外対象となります。
dutu_improving_2025,exclude,0.95,ML/DLが主軸でなく、デコンパイル手法の評価・フレームワーク提供が主目的（EX-C1）
mauthe_large-scale_2021,exclude,0.96,機械学習・深層学習を用いた手法の提案がなく、デコンパイル手法の実証的評価のみであり、復元アルゴリズムやMLベースの高級化が目的でないため（EX‑C1）。
pavel_technique_2021,exclude,0.96,本研究はデジタルウォーターマークの埋め込みと耐性評価が主目的で、デコンパイルによるソース復元や擬似コード高級化を目指すものではなく、機械学習も使用していないため、EX-A1（識別・検出が主目的）に該当する。
domas_decompilation_2024,exclude,0.96,本稿は逆アセンブルやデコンパイルの手順を解説する章であり、機械学習やディープラーニングを用いた手法の提示がなく、研究貢献として新規MLベースの復元手法を提案していないため、EX-C1（サーベイ/チュートリアル）に該当し除外する。
liu_empirical_2023,exclude,0.96,本論文は既存スマートコントラクトデコンパイラの大規模実証評価を行う調査研究であり、ML/DL を用いた新規デコンパイル手法の提案や実装がなく、主目的がデコンパイラの信頼性・性能評価であるため、除外基準 EX-C1（サーベイ・ベンチマーク中心）に該当する。
broukhis_notes_2020,exclude,0.96,Abstractに機械学習／ディープラーニングの使用が示されておらず、デコンパイルは歴史的・解説的目的であり、ソースコード復元や擬似コード高級化を主目的としたMLベースの研究ではないため、IN1が満たされず除外となります。
yoo_digital_2019,exclude,0.95,目的はフォレンジック用のアーティファクト抽出であり、デコンパイルは手段に過ぎず高級言語コード復元や擬似コード高級化が主目的ではない（EX-A）
katz_using_2018,include,0.96,RNNを中心とした機械学習手法でバイナリから高級言語相当のコードを生成することを主目的としており、入力はバイナリ、出力は可読性の高いソースコード（変数名・制御構造等）であり、全ての採択条件IN1‑IN3を満たす。
harrand_strengths_2019,exclude,0.96,本論文は8つのJavaデコンパイラをベンチマーク評価する調査研究であり、機械学習・深層学習を用いた手法の提案や実装がなく、評価・ベンチマークが主目的（EX-C1）
wiedemeier_pylingual_2025,include,0.95,ML中心のNLPコンポーネントでPythonバイナリから高級言語ソースコードを復元することが主要目的であり、入力はバイトコード、出力はPythonソースという要件を満たすため、採択基準IN1‑IN3をすべてクリアしている。
han_queryx_2023,exclude,0.96,本研究はバイナリのバグ・脆弱性検出が主目的であり、デコンパイルは解析の入力として利用するだけで、復元や高級化を目指すものではない（EX‑A3）上、ML/DLが中心手法として記述されていないため除外します。
ahad_pyfet_2023,exclude,0.95,本文に機械学習・ディープラーニングの利用が示されておらず、IN1（ML/DLを中核に用いる）を満たさないため
sateanpattanakul_java_2022,exclude,0.92,本論文はバイトコードの制御フローを分類することが主目的で、出力は分類ラベルであり、ソースコードや擬似コードの復元・高級化を行わないため除外（EX-A1）。
sharikov_methodology_2025,exclude,0.96,本文はデジタル透かし埋め込み手法の提案であり、ML/DLは使用せず、デコンパイルは保護手段として扱われるだけで、ソースコード復元や高級化が主目的ではない（EX-A）。
lacomis_dire_2019,include,0.9,本稿はニューラルネットワークを用いた手法（IN1）で、変数名復元というデコンパイルコードの可読性向上を主目的（IN2）としており、入力はデコンパイル結果、出力は高級言語レベルのコード（変数名付与）という入出力条件（IN3）を満たすため、採択基準をすべて満たす。
al-kaswan_extending_2023,exclude,0.96,目的はデコンパイルコードの要約生成であり、復元や高級化が主目的ではない（EX‑A4：summarization）が支配的
alsabbagh_control_2021,exclude,0.96,本稿はPLCへの攻撃手法を示すもので、デコンパイルは攻撃工程の一部に過ぎず、ML/DL を用いた高級コード復元や擬似コード高級化が主目的ではない（EX-A）。
liao_augmenting_2025,include,0.95,ML/LLMを中心に用い、既存のスマートコントラクトデコンパイラ出力を高級言語に近い形で改善することが主目的であり、入力はバイナリ/デコンパイラ出力、出力は復元されたソースコードであるため、IN1・IN2・IN3 をすべて満たす
she_wadec_2024-1,include,0.95,"LLMを中核に用いたWebAssemblyバイナリから高級言語相当のソースコードへ変換するデコンパイル手法で、入力はバイナリ、出力は再コンパイル可能な高級コードであり、全ての採択条件（IN1, IN2, IN3）を満たす。"
park_static_2023,exclude,0.95,デコンパイルはバイナリ解析・脆弱性検出の手段であり、主目的はJNIプログラムの静的解析・バグ検出であるため、EX‑A3（脆弱性・検証タスクが主）に該当する。
yang_human_2025,exclude,0.96,目的はAI生成変数名・型名が逆コンパイルコードの理解に与える影響の評価であり、デコンパイル自体は手段に過ぎない（EX-A4）。
zhang_optimizing_2024,exclude,0.95,本文は機械学習／ディープラーニングを用いた手法を提示しておらず、MLが研究の中心でないためIN1を満たさず、デコンパイル高級化研究として採択基準を満たさない。
armengol-estape_slade_2024-1,include,0.96,Transformerベースのシーケンスtoシーケンスモデルを用いたデコンパイル手法で、最適化されたアセンブリを入力として高級言語のソースコードを生成することが主目的であるため、IN1・IN2・IN3 をすべて満たす。
pal_len_2024,include,0.95,BERTなどの深層学習を中心に用い、デコンパイル出力の変数名を予測してコードをソースに近づけることを主目的としており、入力はデコンパイラ出力、出力は変数名付与された高級コードであるため、IN1・IN2・IN3 をすべて満たす。
reiter_automatically_2025,exclude,0.93,目的がバイナリ脆弱性の自動修正（脆弱性緩和）であり、デコンパイルはその手段に過ぎず、ML/DLが主要要素でもないため、EX-A3（脆弱性検出・修正が主目的）に該当する。
sang_control_2024,exclude,0.96,本文・要旨に機械学習・深層学習の使用が記載されておらず、ML/DLが中核でないためIN1を満たさない
korencik_symbolic_2020,exclude,0.96,デコンパイルは形式検証の前処理にすぎず、出力は低レベルLLVM IRで高級言語ソースや擬似コードの復元が目的ではない（EX-A3／EX-B1）
magin_heros_2025,exclude,0.98,デコンパイルは解析手段に過ぎず、主目的はObjective‑Cバイナリの静的タイント解析であり、ML/DLも使用していないため除外（EX‑A）
izrailov_gremc_2024,include,0.86,GAを中核とした機械学習手法でバイナリからCソースコードを復元することが主目的であり、入力は機械コード、出力は高級言語コードという要件を満たすため。
cao_revisiting_2023,include,0.95,ML（Transformer）を中核に用い、デコンパイラ出力を入力として変数名・型を付与し、擬似コードをソースに近づけることが主目的であり、入力・出力が規定の1対1であるためIN1IN2IN3を満たす。
ahmed_learning_2022,exclude,0.78,目的が最適化バイナリ中のライブラリ関数呼び出しを予測・復元することで、主に関数使用の識別・ラベリングに焦点を当てている（EX-A1）。出力はソースコードや高級化された擬似コードではなく、関数呼び出しラベルであり、デコンパイル結果の高級化が主目的ではないため除外。
liu_sok_2022,exclude,0.96,本論文はバイナリリフタの評価・体系化を行うSoKであり、ML/DLを中核に用いた新手法の提案がなく、復元手法の評価が主目的の調査研究（EX-C1）に該当するため除外する。
slawinski_applications_2019,exclude,0.96,目的は.NETファイルのマルウェア分類であり、デコンパイルは前処理に過ぎず、復元や高級化が主目的ではない（EX-A1）。
smith_irene_2024,exclude,0.95,本文では機械学習／深層学習を使用していない（IN1未達）上、デコンパイルはパッチ作成の手段であり、復元そのものが主目的ではないため除外
ahmad_ali_qureshi_apk_2024,exclude,0.95,ML/DLが用いられておらず、デコンパイルはフォレンジック分析の手段に過ぎず、主目的が悪意コードや脆弱性の検出であるため、EX‑A3（脆弱性・検出が主目的）に該当し除外
enders_jump-table-agnostic_2025,exclude,0.96,Abstractに機械学習／深層学習の利用が示されておらず、ML/DLが研究の中心でないためIN1を満たさず除外
li_stan_2020,exclude,0.96,目的はバイトコードの自然言語説明生成であり、復元や高級化ではなく要約/説明（EX‑A4）に該当するため、スコープ外です。
bodei_language-independent_2018,exclude,0.95,論文はファイアウォール設定の抽象化・合成を行うツールを提示しているが、機械学習／ディープラーニングを中核技術として用いていないため、IN1 を満たさず除外となる。
zubair_control_2022,exclude,0.97,ML/DLが使用されておらず、デコンパイルや高級コード復元が主目的ではなく、制御ロジックの難読化攻撃を示すだけなので基準IN1・IN2を満たさない
semenov_obfuscated_2019,exclude,0.96,EX-B3: 本研究はデコンパイルコードの品質指標を測定することが主目的であり、ML/DL 手法は使用せず、出力はコード生成や高級化ではなくメトリクス（特徴量）であるため除外
enders_pidarci_2021,exclude,0.93,本文に機械学習・ディープラーニングを用いる記述がなく、ML/DLが研究の中心でないためIN1を満たさず除外
chen_investigating_2023,exclude,0.96,目的はバイナリ関数の名前付けであり、ソースコードや高級擬似コードの復元・高級化ではない（EX-A1）
yu_bytecode_2022,exclude,0.98,ML/DLが使用されず、研究目的はバイトコード難読化であり、デコンパイルや高級コード復元が主目的ではないため除外 (IN1不成立、IN2不成立)。
lee_identifying_2023,exclude,0.96,目的がコード改ざん検出（tampering detection）であり、デコンパイルは手段に過ぎず、ML/DLも使用していないため EX-A3 に該当
behner_sok_2025,exclude,0.95,本稿は制御フロー構造化の課題を整理・比較するSoKであり、ML/DL を中核とした新規デコンパイル手法の提案がなく、調査・レビューが主体（EX-C1）です。
peng_bctd-ics_2025,exclude,0.95,目的がICSコンポーネントの検出・プライバシー保護であり、ML/DLは中心でなく、デコンパイルは副次的手段なので除外（EX-A1）
lu_research_2021,exclude,0.95,目的はELFファイルの保護であり、デコンパイルや高級コード復元は手段に過ぎないため、IN2を満たさずEX‑Aに該当する
r_designing_2025,exclude,0.96,本研究の主目的はマルウェアの検出・分類であり、Ghidraによるデコンパイルは特徴抽出の前処理として利用されている。デコンパイル自体が復元・高級化の中心課題ではなく、EX-A1（分類・識別が主目的）に該当するため除外する。
tahtaci_android_2020,exclude,0.96,目的がマルウェア検出であり、デコンパイルは入力前処理に過ぎないため、デコンパイル研究の主目的から外れる（EX-A3）
aminuddin_android_2020,exclude,0.99,本文は暗号化によるアセット保護手法を提案しており、機械学習・ディープラーニングの使用もデコンパイル・高級コード復元も目的としていないため、IN1・IN2を満たさず除外対象（EX‑C）です。
han_binary_2022,exclude,0.96,目的がバイナリ脆弱性検出であり、デコンパイルは前処理に過ぎない（EX-A3）。
xiao_xvmp_2023,exclude,0.98,本論文はLLVMベースのコード仮想化による難読化手法を提案しており、機械学習・深層学習を用いた手法ではなく、デコンパイルや高級コード復元が主目的ではないため、IN1・IN2を満たさない。
maalla_improves_2020,exclude,0.97,ML/DLが使用されておらず、バイナリから高級言語ソースや擬似コードを復元することが主目的でもないため（IN1未満、EX-B2該当）
zhu_similarity_2021,exclude,0.96,目的はバイトコードの類似度測定であり、復元や高級化ではなく検索/類似性評価（EX-A2）に該当するため除外
wahaz_is_2021,exclude,0.96,目的がマルウェア検出・安全性評価であり、デコンパイルは解析手段に過ぎないため除外（EX-A3）
nghi_phu_efficient_2019,exclude,0.96,目的がマルウェア検出という分類タスクであり、デコンパイルによる高級コード復元が主目的ではなく、ML/DLも用いていないためEX-A1に該当します。
feng_research_2020,exclude,0.98,本稿はモバイルアプリのセキュリティリスク分析・対策が主目的であり、デコンパイルによる高級コード復元は手段の一つに過ぎない（EX-A3: 脆弱性検出が主目的）
han_binary_2020,exclude,0.96,デコンパイルは前処理にすぎず、主目的はバイナリ脆弱性検出（EX-A3）であるため除外
kim_pildroid_2019,exclude,0.96,ML/DLが使用されておらず、目的はJNIを用いたプライバシー情報漏洩検出であり、デコンパイルは解析の前処理に過ぎない（EX-A3／EX-B1）。
fang_research_2021,exclude,0.97,デコンパイルは特徴抽出の前処理にすぎず、主目的はマルウェア分類・検出であり、デコンパイルが目的ではないため除外（EX-A1）
huang_runtime-environment_2019,exclude,0.96,本稿はAndroidアプリのテスト環境生成が主目的で、デコンパイルはテストケース生成のための前処理に過ぎず、ソースコード復元・高級化は目的外（EX-A）。
adamec_malware_2025,exclude,0.96,目的がマルウェア検出（分類）であり、デコンパイルは入力として使用されるだけで、ソースコードの復元や高級化が主目的ではないため EX-A1 に該当。
corcalciuc_low-level_2018,exclude,0.99,本文は制御フロー操作の攻撃手法を紹介するだけで、機械学習・深層学習を用いたデコンパイルや高級言語コード復元を目的としていない。
lv_research_2022,exclude,0.99,ML/DLが用いられておらず、研究目的はコード難読化であり、デコンパイルや高級コード復元が主目的ではないため
li_research_2023,exclude,0.96,デコンパイルは APP の名前・パッケージ名・アイコン取得の前処理に過ぎず、主目的は偽アプリ識別という分類タスク（EX-A1）であり、ソースコードや擬似コードの復元・高級化は行っていないため除外
bhattacharjee_hybrid_2025,exclude,0.95,本論文の主目的はマルウェア検出（分類）であり、デコンパイルは検出パイプラインの一部に過ぎないため、目的がデコンパイルではなくEX‑A1（分類/識別）に該当し除外
yama_machine_2025,exclude,0.99,目的がマルウェア分類（バイナリの特徴抽出・分類）であり、デコンパイルや高級コード復元は主目的ではなく除外基準 EX-A1 に該当するため
domas_advanced_2024,exclude,0.96,Abstractに機械学習／ディープラーニングの利用が言及されておらず、MLを中核とした復元手法の提示がない上、逆コンパイル技術の概要紹介というサーベイ的内容であるため、除外条件 EX-C1 に該当します。
wu_malicious_2024,exclude,0.95,本研究の主目的はマルウェア検出・分類であり、デコンパイルは前処理に過ぎず、ソースコードの復元や高級化が目的ではない（EX‑A3）
chen_mobile_2021,exclude,0.96,本研究はモバイルアプリの難読化・保護手法の提案であり、デコンパイルは評価手段に過ぎず、復元や高級化が目的ではない（EX-A）
yu_android_2019,exclude,0.95,デコンパイルは前処理に過ぎず、主目的はマルウェア検出・分類であるため、デコンパイル研究の対象外（EX-A3）です。
johri_amadel_2025,exclude,0.97,研究の主目的はアンチマルウェアの二分類であり、デコンパイルは特徴抽出の前処理に過ぎない（EX-A1）。出力はコードや擬似コードではなくラベルであり、IN3を満たさないため除外。
krishnaswamy_mbased_2024,exclude,0.95,本文に機械学習・深層学習の利用が示されておらず、条件IN1（ML/DL を中核に用いる）を満たさないためです。
zhao_research_2024,exclude,0.98,本文はデジタル署名による Android アプリの保護機構を提案しており、機械学習やディープラーニングの利用は記述されていない。デコンパイルや高級コード復元が主目的でもなく、保護・検証が目的のため、EX-A（目的が別タスク）に該当する。
chu_security_2019,exclude,0.96,主目的は脆弱性検出・プライバシー分析であり、バイナリのデコンパイルは手段に過ぎないため、EX-A3（脆弱性検出が主目的）に該当する。
bragagnolo_smartinspect_2018,exclude,0.96,本文はML/DLを使用せず、主目的はデプロイ済みスマートコントラクトの状態可視化であり、出力はソースコードや高級擬似コードではなく状態の視覚化であるため、IN1・IN2・IN3 を満たさず EX-B2（出力がソース相当でない）に該当します。
akarsh_deep_2019,exclude,0.96,目的はマルウェアの分類であり、デコンパイルや高級コード復元は手段として言及されているだけ。ML/DLは使用されているが、IN2を満たさずEX-A1（分類）が支配的なため除外。
gao_malware_2022,exclude,0.96,目的はマルウェア分類であり、デコンパイルやソースコード復元は副次的でなく、主タスクは分類（EX-A1）。
zhang_osprey_2021,exclude,0.92,本文では機械学習/深層学習が使用されている旨が示されず、出力は変数・構造の確率情報でありソースコードや擬似コードに変換されないため、IN1およびIN3を満たさずEX-B3に該当します。
costa_lightweight_2023,exclude,0.96,本研究はマルウェア検出を主目的としており、デコンパイルや高級コード復元は手段に過ぎないため、EX-A1（分類／識別が主目的）に該当し除外します。
alsabbagh_stealth_2021,exclude,0.96,本稿はPLCへのステルス攻撃手法を提示することが主目的であり、デコンパイルは攻撃の一部に過ぎない。機械学習／深層学習の利用も示されておらず、デコンパイルは副次的手段（EX‑A）に該当するため除外する。
zhao_deep_2018,exclude,0.96,本研究は opcode シーケンスを用いたマルウェア分類が主目的であり、デコンパイルによる高級コード復元や擬似コード高級化は行っていない（EX-A1: classification が主目的）
rodriguez-bazan_android_2023,exclude,0.96,デコンパイルは特徴抽出に利用されているだけで、主目的は Android ランサムウェアの分類（マルウェア識別）であり、デコンパイル・高級化が目的ではない（EX-A1）。
nethala_deep_2025,exclude,0.96,本研究はCNNを用いたマルウェア分類が主目的であり、デコンパイルは前処理に過ぎない。目的が識別/分類であるためEX-A1に該当し除外する。
wang_smart_2022,exclude,0.96,目的がスマートコントラクトの脆弱性検出であり、デコンパイルは前処理に過ぎないため EX‑A3 に該当し除外
zhang_bian_2023,exclude,0.97,本論文はスマートコントラクトの難読化手法を提案しており、目的はコードを復元・高級化するデコンパイルではなく、逆に復元を困難にすることであり、IN2を満たさないため除外
zhang_fault_2022,exclude,0.99,目的が変圧器故障診断の分類であり、デコンパイルやソースコード復元が主目的ではない（EX-A1）。
han_research_2021,exclude,0.96,目的はAPTマルウェアの検出・分類であり、デコンパイルは前処理に過ぎないためEX-A1（分類・識別が主目的）に該当する。
zhang_novel_2024,exclude,0.96,本稿はマルウェア検出（分類）を主目的としており、デコンパイルは特徴抽出の手段に過ぎない。高級言語ソースや擬似コードの復元・高級化が目的ではないため、EX-A1（分類/識別）が適用され除外される。
hua_mmguard_2021,exclude,0.96,本論文は Android アプリ内の DNN モデル保護を目的としたフレームワークであり、デコンパイルによる高級言語コード復元や擬似コード高級化を主目的としていないため、IN2 を満たさず除外 (目的が別タスク) と判断した。
chen_android_2024,exclude,0.96,目的はマルウェアファミリのクラスタリングであり、デコンパイルは特徴抽出の手段に過ぎないため、EX-A1（分類・識別が主目的）に該当する。
s_reverse_2023,exclude,0.96,抽象では機械学習やディープラーニングの使用や新規復元手法の提案がなく、ツールの概要・比較というサーベイであるため、IN1・IN2を満たさずEX-C1に該当します。
tirkey_anatomizing_2019,exclude,0.98,目的がマルウェア分類であり、デコンパイルは特徴抽出の前処理にすぎないため、デコンパイル研究の対象外（EX-A3）です。
kurniawan_hybrid_2024,exclude,0.96,デコンパイルはマルウェア検出の前処理に過ぎず、主目的は Android マルウェアの検出・予測であるため、デコンパイル研究の範囲外（EX-A3）です。
ogwara_mobdroid_2020,exclude,0.98,本研究の主目的はマルウェア検出の分類であり、デコンパイルは権限情報抽出の前処理に過ぎないため、デコンパイルが主目的ではない（EX-A1）
xia_bcontext2name_2023,exclude,0.96,本論文は関数名付与（ラベリング）を主目的としており、出力はコードや擬似コードではなく名前ラベルであるため、デコンパイル・高級化研究の範囲外（EX-A1）となる。
ayub_charlie_2024,exclude,0.98,本論文はPLC制御ロジックへの攻撃手法を提案するものであり、機械学習／ディープラーニングを用いたデコンパイルやソースコード復元が主目的ではない（EX-A）。抽象的に「decompilation」は検出手段の一部として言及されるだけで、復元タスクや高級化タスクは含まれない。
mk_comprehensive_2025,exclude,0.96,目的はモバイルアプリのセキュリティ評価・マルウェア検出であり、デコンパイルは手段にすぎず、ML/DL が主要手法でもないため、EX‑A3（脆弱性/マルウェア検出が主目的）に該当する。
bosse_tiny_2023,exclude,0.86,目的はIoT向けML仮想化とモデル配布であり、デコンパイルは副次的手段に過ぎず、ソース復元や擬似コード高級化が主目的ではない（EX-A）
xia_firmware_2023,exclude,0.95,主目的がファームウェア脆弱性検出であり、逆コンパイルは解析手段に過ぎないため、EX-A3（脆弱性検出）が適用され除外されます。
adams_blockchain_2024,exclude,0.99,EX-A: 目的がブロックチェーンのスマートコントラクトフレームワーク構築であり、デコンパイルやML/DLによる高級コード復元とは無関係。
borrello_customprocessingunit_2023,exclude,0.97,本文献はマイクロコードの逆向き解析とカスタマイズを目的としており、機械学習／ディープラーニングを主要手法として使用していない（AbstractにML/DLの言及なし）。したがって、IN1（ML/DL を中核に用いる）が満たされず、デコンパイル研究の対象外となります。
lin_reifunc_2024,exclude,0.96,本論文はバイナリ中のインライン関数を識別することが主目的であり、コード復元や高級化を目的としたデコンパイル研究ではない（EX-A1）。
seixas_high-accuracy_2025,exclude,0.96,目的がランサムウェア検出であり、デコンパイルは特徴抽出の手段に過ぎないため EX-A3（検出タスク）に該当します。
luo_binary_2025,exclude,0.95,EX-A2: 主目的がバイナリコードの類似性検出（検索・類似度判定）であり、デコンパイルは特徴抽出の手段に過ぎないため、デコンパイル・高級化研究の対象外
verbeek_formally_2025-1,exclude,0.97,本文は機械学習・ディープラーニングを用いておらず、主目的はバイナリレベルのポインタ解析であり、ソースコード復元や擬似コード高級化を目指すものではないため、IN1・IN2を満たさない上に出力もコード生成ではなく解析結果となる。
ghimire_survey_2025,exclude,0.96,サーベイ論文であり、新規MLベースのデコンパイル手法の提案や評価が主旨ではなく、復元研究そのものの貢献がないため除外（EX-C1）
rajendran_ai-based_2025,exclude,0.96,デコンパイルはバイナリから画像生成の前処理に過ぎず、主目的はマルウェア分類であり、ソースコードや擬似コードの復元・高級化が目的ではないため、EX-A3（検出系タスク）に該当し除外する。
wang_typeforge_2025,include,0.9,ML（LLM）を中心に用い、ストリップバイナリから高級言語レベルの構造体型情報を復元することが主要目的であり、入力はバイナリ、出力はソース相当の型宣言として高級化されているため、IN1・IN2・IN3 を満たす。
huang_firmccf_2026,exclude,0.96,本研究は暗号関数の脆弱性検出が主目的であり、デコンパイルは手段に過ぎない（EX-A3）ため除外
wang_research_2024,exclude,0.96,本研究はコード仮想化による難読化・保護が目的であり、バイナリから高級言語ソースや擬似コードを復元することを主目的としていない。したがってIN2を満たさず、スコープ外（EX-A）となる。
chen_software_2024,exclude,0.96,デコンパイルはソフトウェア多様化・保護の手段であり、ソースコード復元や擬似コード高級化が主目的ではないため（EX-A）。
priambodo_malqwen_2025,exclude,0.95,目的がマルウェア解析レポートの生成であり、デコンパイルや高級コード復元は副次的な入力要素に過ぎない（EX-A4: サマリ/説明が主目的）。
guo_android_2024,exclude,0.96,目的はAndroidアプリの強化（リインフォース）であり、デコンパイルは手段に過ぎず、ML/DLは使用していないためIN1を満たさず、EX‑A（デコンパイルが副次的タスク）に該当します。
hartman_cross-architecture_2025,exclude,0.96,主目的が関数の指紋付け・類似検索であり、デコンパイルは前処理に過ぎないため、EX-A1（識別タスク）に該当し除外
naliapara_maia_2025,exclude,0.86,decompilation は MAIA の主要機能ではなく、マルウェア解析・脅威情報提供が主目的であるため、デコンパイルを中心とした復元研究に該当しません（EX-A1）。
izrailov_reengineering_2025,exclude,0.95,目的は脆弱性探索であり、デコンパイルは手段に過ぎない（EX-A3）。
hossain_mollah_enhanced_2025,exclude,0.96,目的がマルウェア検出であり、デコンパイルは特徴抽出の前処理に過ぎない（EX-A1）。ソースコードや擬似コードの復元・高級化は行っていない。
feng_interactive_2025,include,0.95,LLMを中心に用いたエンドツーエンドのデコンパイル手法で、入力はバイナリ/アセンブリ、出力は高級言語ソースコードであり、デコンパイルが主目的のため採択
aljebreen_binary-source_2025,exclude,0.95,目的がバイナリとソースコードのマッチング（コードクローン検出）であり、デコンパイルは手段に過ぎないため EX-A2 に該当
li_iradt_2024,include,0.87,MLベースのseq2seqモデルを用いてデコンパイル出力（LLVM IR）を高可読性かつコンパイル可能な形に変換することが主目的で、入力はバイナリ/デコンパイラ出力、出力は高レベルIRとしてソースに近い形に再構成しているため、IN1・IN2・IN3 を満たす。
alcocer_use_2024,exclude,0.96,目的はデコンパイルコードの変数名予測で、出力は変数名提案のみであり、ソースコードや擬似コード全体の復元・高級化ではないためIN3を満たさず、EX-B3に該当する。
gribkov_analysis_2023,exclude,0.96,目的がバイナリ断片の類似性検出であり、デコンパイルは前処理として利用されているため、デコンパイル自体が主目的ではない（EX‑A2）。
gregorio_e-apk_2023,exclude,0.96,本稿はML/DLを使用せず、主目的がエネルギーパターン検出であり、デコンパイルは分析手段に過ぎないためEX-A1に該当し除外される。
dramko_dire_2023-1,include,0.95,ML/DL（DIRE）を中核に用いて、デコンパイル出力の変数名を予測・復元することが主目的であり、入力はデコンパイラ出力、出力は可読性向上した高級コード（変数名付与）という点でIN1・IN2・IN3を満たすため。
kargen_android_2023,exclude,0.96,ML/DLが中核で使用されておらず、デコンパイル性能の実証調査のみで新規復元手法を提案していないため（EX-C1）。
wang_binvuldet_2023,exclude,0.95,目的はバイナリ脆弱性検出であり、デコンパイルは前処理として利用されているだけです（EX-A3）。MLは脆弱性パターン抽出に使われていますが、復元や高級化が主目的ではありません。
liang_neutron_2021,include,0.95,注意機構を用いたニューラル機械翻訳で低レベルコードから高レベルコードへ変換することが主目的であり、ML/DLが中核技術で、入力はバイナリ/アセンブリ、出力は高級言語コードとなっているため、IN1・IN2・IN3 をすべて満たす。
harrand_java_2020,exclude,0.97,本文はML/DLを用いた手法を提示しておらず、IN1（ML/DLの中核利用）を満たさないため除外
mateless_decompiled_2020,exclude,0.97,本研究の主目的はAPKのマルウェア分類であり、デコンパイルは特徴抽出の前処理にすぎないため、EX-A1（分類タスク）に該当し除外する。
qasim_control_2020,exclude,0.95,論文は組み込みデコンパイラを用いた制御ロジック復元を提案しているが、機械学習／深層学習が主要手法として示されておらず、IN1 を満たさないため除外する。
kumar_malsff_2026,exclude,0.96,デコンパイルは特徴抽出の前処理に過ぎず、主目的はマルウェア検出であるため、デコンパイル・高級化が目的の研究ではない（EX-A3）
prasad_andromd_2025,exclude,0.96,目的はマルウェア検出（分類）であり、デコンパイルは特徴抽出の手段に過ぎないため EX‑A3 に該当し除外
zhao_feature_2026,exclude,0.96,本稿の主目的はマルウェア検出であり、デコンパイルや高級コード復元は手段として言及されていないため、EX-A（目的が別タスク）に該当し除外する。
bai_nature_2025,exclude,0.99,"本文はバイオインスパイアドエアロゴル材料の開発であり、機械学習／ディープラーニングやバイナリからのソースコード復元を目的としていない（IN1, IN2, IN3 を満たさない）ため、EX‑A に該当します。"
karamitas_recover_2025,exclude,0.96,本文は機械学習・深層学習を用いていない（IN1未達）上、出力はバイナリのコンパイル単位境界の推定であり、高級言語ソースや擬似コードの復元・高級化ではない（EX-B2）。
bojic_modernizing_2025,exclude,0.86,目的はレガシーコードの別言語への翻訳・モダナイゼーションであり、デコンパイルは副次的手段にすぎないため、IN2を満たさずEX-Aに該当する
peng_decentralized_2026,exclude,0.96,抽象には機械学習・深層学習の利用がなく、目的はゼロダイナミック攻撃への防御であり、デコンパイルによる高級コード復元や擬似コード高級化を主目的としていないため
liu_compiler_2025,exclude,0.99,目的がコンパイラバージョンの識別（分類）であり、デコンパイルは特徴抽出の前処理に過ぎないため、EX-A1（分類/識別が主目的）に該当し除外
vu_minh_static_2025,exclude,0.98,目的はマルウェア検出であり、デコンパイルは前処理として利用されているだけです。デコンパイル自体が主目的でないため、EX-A3（脆弱性/マルウェア検出）が適用され除外します。
ren_low_2025,exclude,0.99,本文・要旨に機械学習・深層学習の使用がなく、目的はFPGAビットストリームの復号であり高級言語ソースや擬似コードの復元・高級化ではないため、基準IN1・IN2・IN3を満たさず除外
thabit_detecting_2025,exclude,0.96,本稿は .NET 実行ファイルのマルウェア検出を目的とした分類研究で、デコンパイルは特徴抽出の前処理に過ぎず、ソースコード復元や擬似コード高級化が主目的ではない（EX-A3）。
cui_sensitive_2025,exclude,0.95,目的はIoTデバイスの脆弱性検出・ファズテストであり、デコンパイルは解析手段に過ぎないためEX-A3に該当
yu_crosscode2vec_2025,exclude,0.95,主目的がコード類似性検出であり、デコンパイルは前処理的に利用されているため、デコンパイル研究の対象外（EX-A2）です。
balogh_using_2024,exclude,0.95,主目的は脆弱性検出やログ分析であり、デコンパイルは副次的な情報源に過ぎず、デコンパイル自体の復元・高級化が目的ではないため、EX-A3に該当します。
xiang_fine-grained_2025,exclude,0.96,目的はAndroidアプリのタイント分析であり、デコンパイルは前処理にすぎず、ML/DLは使用されていないため、デコンパイル研究の対象外（EX-A3）です。
